NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,1,1
AFG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,1,1
AFG,Taekwondo,Taekwondo Men's Featherweight,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,1,1
AFG,Taekwondo,Taekwondo Men's Flyweight,1,0,0,1,1,4,2008,0.0,0.0,0.0,0.0,0,0,0,1,1
AHO,Athletics,Athletics Men's 100 metres,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Athletics,Athletics Men's 200 metres,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,4,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Women's 400 metres,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Judo,Judo Men's Half-Middleweight,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Women's 50 metres Freestyle,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Middleweight,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Women's Lightweight,1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0,0,0,0,12,2008,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 1,500 metres",3,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,Athletics Men's 20 kilometres Walk,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,"Athletics Men's 5,000 metres",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,Athletics Men's 800 metres,2,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,"Athletics Women's 1,500 metres",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,Athletics Women's Marathon,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Athletics,Athletics Women's Triple Jump,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Badminton,Badminton Men's Singles,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Boxing,Boxing Men's Super-Heavyweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Cycling,"Cycling Men's Road Race, Individual",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Fencing,"Fencing Women's Foil, Individual",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Fencing,"Fencing Women's epee, Individual",1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Men's Extra-Lightweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Men's Half-Lightweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Men's Lightweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Men's Middleweight,1,0,1,0,1,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
ALG,Judo,Judo Women's Extra-Lightweight,1,0,0,0,0,44,2008,0.0,0.0,0.0,0.0,0,0,1,1,2
