NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's 400 metres,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Athletics,Athletics Men's Triple Jump,1,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Featherweight,1,0,0,1,1,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Heavyweight,1,0,0,1,1,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Lightweight,2,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Boxing,Boxing Men's Welterweight,2,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Cycling,Cycling Men's 50 kilometres,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Cycling,"Cycling Men's Road Race, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Cycling,"Cycling Men's Road Race, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Cycling,Cycling Men's Sprint,2,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's Foil, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's Sabre, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's Sabre, Team",5,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's epee, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Fencing,"Fencing Men's epee, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Polo,Polo Men's Polo,5,5,0,0,5,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Rowing,Rowing Men's Coxed Eights,9,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Sailing,Sailing Mixed 8 metres,5,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
ARG,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,5,3,2,10
