NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Wrestling,"Wrestling Men's Bantamweight, Freestyle",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Featherweight, Freestyle",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Middleweight, Freestyle",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Welterweight, Freestyle",1,0,0,0,0,8,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",1,0,0,0,0,2,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,0,0,2,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Mixed Free Pistol, 50 metres",2,0,0,0,0,3,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",2,0,0,0,0,3,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Featherweight,1,0,0,0,0,3,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,5,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0,0,0,0,5,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 5,000 metres",1,0,0,0,0,5,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,Athletics Men's 800 metres,2,0,0,0,0,5,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Boxing,Boxing Men's Light-Middleweight,1,0,0,0,0,5,1972,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's 50 kilometres Walk,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's High Jump,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Men's Marathon,3,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Boxing,Boxing Men's Light-Flyweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Cycling,"Cycling Men's Road Race, Individual",1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Cycling,Cycling Men's Sprint,2,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Equestrianism,"Equestrianism Mixed Jumping, Individual",3,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Equestrianism,"Equestrianism Mixed Jumping, Team",4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Fencing,"Fencing Men's Sabre, Individual",2,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Fencing,"Fencing Men's epee, Individual",3,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Fencing,"Fencing Men's epee, Team",4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Fencing,"Fencing Women's Foil, Individual",1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Hockey,Hockey Men's Hockey,16,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Judo,Judo Men's Middleweight,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Judo,Judo Men's Open Class,1,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Rowing,Rowing Men's Coxed Eights,9,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Rowing,Rowing Men's Coxed Pairs,3,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Rowing,Rowing Men's Coxless Fours,4,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
ARG,Rowing,Rowing Men's Double Sculls,2,0,0,0,0,62,1972,0.0,0.0,0.0,0.0,0,0,1,0,1
