NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,2,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Athletics,Athletics Men's Marathon,1,0,0,0,0,2,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Athletics,Athletics Men's Long Jump,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Judo,Judo Men's Middleweight,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Sailing,Sailing Men's Windsurfer,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Shooting,Shooting Men's Double Trap,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Shooting,Shooting Men's Trap,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Women's Javelin Throw,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Women's Triple Jump,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Cycling,"Cycling Men's Road Race, Individual",1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Women's Air Pistol, 10 metres",2,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Shooting,"Shooting Women's Sporting Pistol, 25 metres",2,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Middleweight,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 1,500 metres",2,1,0,0,1,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Athletics,Athletics Men's 400 metres,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Athletics,"Athletics Men's 5,000 metres",2,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Athletics,"Athletics Women's 1,500 metres",1,0,0,0,0,29,1996,1.0,0.0,0.0,1.0,0,2,0,1,3
ALG,Athletics,Athletics Women's 800 metres,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,29,1996,0.0,0.0,1.0,1.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Lightweight,1,1,0,0,1,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Boxing,Boxing Men's Middleweight,1,0,0,1,1,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Fencing,"Fencing Men's Sabre, Individual",1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Fencing,"Fencing Women's Foil, Individual",1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Handball,Handball Men's Handball,16,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Men's Extra-Lightweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Men's Half-Middleweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Men's Heavyweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Men's Lightweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Women's Extra-Lightweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Judo,Judo Women's Half-Lightweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Rowing,Rowing Women's Single Sculls,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Swimming,Swimming Men's 200 metres Freestyle,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Weightlifting,Weightlifting Men's Featherweight,2,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
ALG,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0,0,0,0,29,1996,0.0,0.0,0.0,0.0,0,2,0,1,3
AND,Athletics,Athletics Men's Marathon,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Judo,Judo Men's Half-Lightweight,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Sailing,Sailing Men's Two Person Dinghy,2,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Sailing,Sailing Women's Windsurfer,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Shooting,Shooting Men's Trap,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Swimming,Swimming Men's 200 metres Butterfly,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Swimming,Swimming Women's 200 metres Individual Medley,1,0,0,0,0,7,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Athletics,Athletics Women's 200 metres,1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Athletics,Athletics Women's 400 metres,1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Basketball,Basketball Men's Basketball,11,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Handball,Handball Women's Handball,13,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Shooting,Shooting Men's Trap,1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Swimming,Swimming Women's 100 metres Breaststroke,1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANG,Swimming,Swimming Women's 200 metres Breaststroke,1,0,0,0,0,8,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Women's 100 metres,1,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Women's 200 metres,1,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Women's 4 x 100 metres Relay,4,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Women's 4 x 400 metres Relay,4,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Cycling,"Cycling Men's Mountainbike, Cross-Country",1,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,9,1996,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,102,1996,0.0,0.0,0.0,0.0,0,0,19,1,20
ARG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,102,1996,0.0,0.0,0.0,0.0,0,0,19,1,20
ARG,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,102,1996,0.0,0.0,0.0,0.0,0,0,19,1,20
