NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Football,Football Men's Football,10,0,0,0,0,2,1948,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Hockey,Hockey Men's Hockey,12,0,0,0,0,2,1948,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,"Athletics Men's 10,000 metres",2,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 200 metres,2,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 400 metres,2,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 50 kilometres Walk,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's 800 metres,2,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Javelin Throw,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Long Jump,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Marathon,3,1,0,0,1,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Men's Shot Put,2,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
ARG,Athletics,Athletics Women's 80 metres Hurdles,1,0,0,0,0,101,1948,0.0,0.0,0.0,0.0,0,3,7,1,11
