NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AUS,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Athletics,Athletics Men's 100 metres,1,0,0,1,1,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Athletics,Athletics Men's 400 metres,1,0,0,1,1,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Athletics,Athletics Men's 5 mile,1,0,0,0,0,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Athletics,Athletics Men's 800 metres,1,0,0,0,0,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Athletics,Athletics Men's Marathon,1,0,0,0,0,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,1,1,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Swimming,Swimming Men's 400 metres Freestyle,1,0,0,0,0,9,1906,0.0,0.0,0.0,0.0,0,0,0,3,3
AUS,Swimming,Swimming Men's One Mile Freestyle,1,0,0,0,0,9,1906,0.0,0.0,1.0,1.0,0,0,0,3,3
AUT,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,"Athletics Men's 1,500 metres Walk",1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's 100 metres,3,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,"Athletics Men's 3,000 metres Walk",1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's 400 metres,1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's 5 mile,1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,"Athletics Men's Discus Throw, Greek Style",3,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's High Jump,2,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's Long Jump,2,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's Marathon,1,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
AUT,Athletics,Athletics Men's Pentathlon (Ancient),4,0,0,0,0,46,1906,0.0,0.0,0.0,0.0,0,3,3,3,9
