NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Men's Long Jump,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Women's 100 metres Freestyle,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Women's Featherweight,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
ALG,Athletics,"Athletics Men's 1,500 metres",2,0,1,0,1,48,2016,1.0,0.0,0.0,1.0,0,0,2,0,2
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",3,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,Athletics Men's 400 metres Hurdles,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,Athletics Men's 800 metres,3,0,1,0,1,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,Athletics Men's Marathon,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Athletics,Athletics Women's Marathon,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Cycling,"Cycling Men's Road Race, Individual",2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Fencing,"Fencing Men's Foil, Individual",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Fencing,"Fencing Women's Foil, Individual",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Football,Football Men's Football,18,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Floor Exercise,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Horizontal Bar,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Individual All-Around,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Parallel Bars,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Pommelled Horse,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Men's Rings,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Women's Balance Beam,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Women's Floor Exercise,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Women's Individual All-Around,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Gymnastics,Gymnastics Women's Uneven Bars,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Judo,Judo Men's Half-Lightweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Judo,Judo Men's Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Judo,Judo Men's Middleweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Judo,Judo Women's Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Rowing,Rowing Men's Single Sculls,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Rowing,Rowing Women's Single Sculls,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Sailing,Sailing Men's Windsurfer,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Sailing,Sailing Women's One Person Dinghy,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Sailing,Sailing Women's Windsurfer,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Shooting,"Shooting Men's Air Rifle, 10 metres",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Weightlifting,Weightlifting Men's Super-Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Weightlifting,Weightlifting Women's Super-Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
ALG,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0,2,0,2
AND,Athletics,Athletics Men's 800 metres,1,0,0,0,0,4,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Judo,Judo Women's Half-Middleweight,1,0,0,0,0,4,2016,0.0,0.0,0.0,0.0,0,0,0,0,0
