NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,5,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,5,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,5,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Judo,Judo Women's Middleweight,1,0,0,0,0,5,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Wrestling,"Wrestling Men's Featherweight, Freestyle",1,0,0,0,0,5,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Athletics,Athletics Men's 100 metres,1,0,0,0,0,3,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Athletics,Athletics Men's 200 metres,1,0,0,0,0,3,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,3,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Athletics,Athletics Women's 400 metres Hurdles,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Swimming,Swimming Women's 50 metres Freestyle,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Featherweight,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
ALB,Weightlifting,Weightlifting Men's Middleweight,1,0,0,0,0,7,2004,0.0,0.0,0.0,0.0,0,0,0,0,0
