NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AHO,Athletics,Athletics Men's 100 metres,1,0,0,0,0,4,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Athletics,Athletics Men's 400 metres,1,0,0,0,0,4,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,4,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
AHO,Judo,Judo Men's Heavyweight,1,0,0,0,0,4,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,2,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
AND,Shooting,Shooting Mixed Trap,2,0,0,0,0,2,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 200 metres,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 400 metres,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's Long Jump,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Athletics,Athletics Men's Triple Jump,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ANT,Cycling,Cycling Men's Sprint,1,0,0,0,0,11,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,Athletics Men's Shot Put,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Boxing,Boxing Men's Light-Flyweight,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Cycling,Cycling Men's 100 kilometres Team Time Trial,4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Cycling,"Cycling Men's Road Race, Individual",4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Equestrianism,"Equestrianism Mixed Dressage, Individual",1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Equestrianism,"Equestrianism Mixed Jumping, Individual",2,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Equestrianism,"Equestrianism Mixed Jumping, Team",1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Fencing,"Fencing Men's Sabre, Individual",2,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Fencing,"Fencing Men's Sabre, Team",4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Fencing,"Fencing Men's epee, Individual",3,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Fencing,"Fencing Men's epee, Team",4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Hockey,Hockey Men's Hockey,16,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Judo,Judo Men's Half-Middleweight,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Judo,Judo Men's Open Class,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Rowing,Rowing Men's Coxed Fours,5,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Rowing,Rowing Men's Coxless Fours,4,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Rowing,Rowing Men's Single Sculls,1,0,0,0,0,50,1976,0.0,1.0,0.0,1.0,0,0,0,0,0
ARG,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Sailing,Sailing Mixed Three Person Keelboat,3,0,0,0,0,50,1976,0.0,0.0,0.0,0.0,0,0,0,0,0
