NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AHO,Football,Football Men's Football,11,0,0,0,0,1,1952,0.0,0.0,0.0,0.0,0,0,0,0,0
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's 200 metres,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's 50 kilometres Walk,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's Javelin Throw,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Men's Marathon,3,0,1,0,1,77,1952,1.0,0.0,0.0,1.0,0,2,2,2,6
ARG,Athletics,Athletics Women's 100 metres,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Women's 200 metres,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Women's 4 x 100 metres Relay,4,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Women's Discus Throw,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Athletics,Athletics Women's Long Jump,2,0,0,0,0,77,1952,0.0,1.0,0.0,1.0,0,2,2,2,6
ARG,Athletics,Athletics Women's Shot Put,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Basketball,Basketball Men's Basketball,14,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,77,1952,1.0,0.0,0.0,1.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,77,1952,1.0,0.0,0.0,1.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,1,0,1,77,1952,0.0,0.0,1.0,1.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Light-Middleweight,1,0,0,1,1,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Cycling,Cycling Men's Sprint,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",4,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Equestrianism,"Equestrianism Men's Jumping, Individual",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Equestrianism,"Equestrianism Men's Jumping, Team",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Equestrianism,"Equestrianism Men's Three-Day Event, Team",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Men's Foil, Team",5,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Men's Sabre, Individual",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Men's Sabre, Team",5,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Men's epee, Individual",3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Fencing,"Fencing Women's Foil, Individual",1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Floor Exercise,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Horizontal Bar,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Horse Vault,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Individual All-Around,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Parallel Bars,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Pommelled Horse,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Gymnastics,Gymnastics Men's Rings,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Modern Pentathlon,Modern Pentathlon Men's Individual,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Modern Pentathlon,Modern Pentathlon Men's Team,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Rowing,Rowing Men's Coxed Fours,5,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Rowing,Rowing Men's Coxless Pairs,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Rowing,Rowing Men's Double Sculls,2,2,0,0,2,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Sailing,Sailing Mixed 5.5 metres,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Sailing,Sailing Mixed 6 metres,5,0,0,0,0,77,1952,0.0,5.0,0.0,5.0,0,2,2,2,6
ARG,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Sailing,Sailing Mixed Three Person Keelboat,3,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Sailing,Sailing Mixed Two Person Keelboat,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",2,0,0,0,0,77,1952,0.0,1.0,0.0,1.0,0,2,2,2,6
ARG,Shooting,Shooting Men's Trap,2,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
ARG,Swimming,Swimming Men's 100 metres Backstroke,1,0,0,0,0,77,1952,0.0,0.0,0.0,0.0,0,2,2,2,6
