NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,gold_sum,silver_sum,bronze_sum,total_sum
AFG,Athletics,Men's 100m,1,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Athletics,Women's 100m,1,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Cycling Road,Women's Individual Time Trial,1,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Cycling Road,Women's Road Race,2,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Judo,Men -81 kg,1,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AFG,Swimming,Men's 50m Freestyle,1,0,0,0,0,6,2024,0.0,0.0,0.0,0.0,0,0,0,0,0
AIN,Canoe Sprint,Men's Canoe Double 500m,2,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Canoe Sprint,Men's Canoe Single 1000m,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Canoe Sprint,Men's Kayak Single 1000m,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Canoe Sprint,Women's Canoe Single 200m,2,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Cycling Road,Men's Individual Time Trial,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Cycling Road,Men's Road Race,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Cycling Road,Women's Individual Time Trial,2,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Cycling Road,Women's Road Race,3,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Rowing,Men's Single Sculls,1,0,1,0,1,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Rowing,Women's Single Sculls,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Shooting,25m Pistol Women,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Shooting,50m Rifle 3 Positions Women,1,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
AIN,Swimming,Men's 100m Breaststroke,2,0,0,0,0,30,2024,0.0,0.0,0.0,0.0,0,1,4,1,6
