NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AHO,Athletics,Athletics Men's 100 metres,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Athletics,Athletics Men's 200 metres,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Athletics,Athletics Women's 100 metres,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Athletics,Athletics Women's 200 metres,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 100 metres Freestyle,2,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 200 metres Freestyle,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 400 metres Freestyle,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Women's 100 metres Backstroke,1,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Synchronized Swimming,Synchronized Swimming Women's Duet,2,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Synchronized Swimming,Synchronized Swimming Women's Solo,2,0,0,0,0,10,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 20 kilometres Walk,2,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 5,000 metres",1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,1,1,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Middleweight,1,0,0,1,1,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Handball,Handball Men's Handball,15,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Weightlifting,Weightlifting Men's Featherweight,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Shooting,Shooting Mixed Trap,2,0,0,0,0,1,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 100 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 200 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 400 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 800 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's Long Jump,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,"Athletics Women's 1,500 metres",1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 100 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 4 x 400 metres Relay,4,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 400 metres,1,0,0,0,0,17,1984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
