NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
ARG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,1,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AUS,Athletics,Athletics Men's 10 kilometres Walk,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,"Athletics Men's 10,000 metres",1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,Athletics Men's 100 metres,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,Athletics Men's 200 metres,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,"Athletics Men's 3,000 metres Walk",1,0,1,0,1,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Athletics,Athletics Men's Marathon,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Cycling,Cycling Men's 50 kilometres,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Cycling,Cycling Men's Sprint,2,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Diving,Diving Women's Plain High,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,"Swimming Men's 1,500 metres Freestyle",1,0,0,1,1,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Men's 100 metres Freestyle,4,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Men's 200 metres Breaststroke,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,5,0,5,0,5,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Men's 400 metres Freestyle,3,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Women's 100 metres Freestyle,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Swimming,Swimming Women's 300 metres Freestyle,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
AUS,Tennis,Tennis Men's Singles,1,0,0,0,0,19,1920,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,3.0
BEL,Archery,"Archery Men's Pole Archery, Large Birds, Individual",6,1,1,1,3,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Pole Archery, Large Birds, Team",6,6,0,0,6,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Pole Archery, Small Birds, Individual",6,1,1,1,3,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Pole Archery, Small Birds, Team",6,6,0,0,6,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 28 metres, Individual",1,1,0,0,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 28 metres, Team",8,0,8,0,8,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 33 metres, Individual",1,1,0,0,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 33 metres, Team",8,8,0,0,8,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 50 metres, Individual",1,0,1,0,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Archery,"Archery Men's Target Archery, 50 metres, Team",8,8,0,0,8,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Art Competitions,Art Competitions Mixed Literature,1,0,0,1,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Art Competitions,Art Competitions Mixed Music,1,1,0,0,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Art Competitions,Art Competitions Mixed Painting,1,0,0,1,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Art Competitions,Art Competitions Mixed Sculpturing,3,1,1,1,3,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's 1,500 metres",4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 10 kilometres Walk,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's 10,000 metres",2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 100 metres,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 200 metres,3,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's 3,000 metres Walk",3,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's 3,000 metres, Team",6,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 400 metres,3,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's 5,000 metres",4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's 800 metres,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's Cross-Country, Individual",6,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,"Athletics Men's Cross-Country, Team",6,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Decathlon,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's High Jump,3,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Javelin Throw,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Long Jump,3,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Marathon,4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Pole Vault,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Athletics,Athletics Men's Shot Put,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Bantamweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Featherweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Flyweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Lightweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Middleweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Boxing,Boxing Men's Welterweight,2,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Cycling,Cycling Men's 50 kilometres,4,1,0,0,1,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Cycling,"Cycling Men's Road Race, Individual",4,0,0,0,0,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
BEL,Cycling,"Cycling Men's Road Race, Team",4,0,0,4,4,121,1920,0.0,0.0,0.0,0.0,1,14.0,11.0,11.0,36.0
