NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Judo,Judo Men's Half-Lightweight,1,0,0,0,0,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Taekwondo,Taekwondo Men's Featherweight,1,0,0,1,1,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Taekwondo,Taekwondo Men's Welterweight,1,0,0,0,0,6,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Athletics Men's Shot Put,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Judo,Judo Women's Half-Lightweight,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Women's 100 metres Butterfly,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Lightweight,2,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Women's Lightweight,1,0,0,0,0,9,2012,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
