NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AHO,Athletics,Athletics Men's 100 metres,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Athletics,Athletics Women's 800 metres,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Shooting,Shooting Men's Double Trap,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Triathlon,Triathlon Men's Olympic Distance,1,0,0,0,0,8,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Athletics Men's 100 metres,1,0,0,0,0,5,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Athletics Women's 400 metres,1,0,0,0,0,5,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0,0,0,0,5,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0,0,0,0,5,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Middleweight,1,0,0,0,0,5,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 1,500 metres",3,0,0,0,0,42,2000,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 10,000 metres",1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 20 kilometres Walk,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",2,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 400 metres,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 5,000 metres",2,0,1,0,1,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 800 metres,2,0,0,1,1,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's High Jump,1,0,0,1,1,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Marathon,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 1,500 metres",1,1,0,0,1,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 10,000 metres",1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Women's 20 kilometres Walk,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Women's Heptathlon,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Women's Triple Jump,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Featherweight,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Flyweight,1,0,0,0,0,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,1,1,42,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,42,2000,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0
