NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Athletics,Men's 100m,1,0,0,0,0,5,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Athletics,Women's 100m,1,0,0,0,0,5,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Shooting,10m Air Rifle Men,1,0,0,0,0,5,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Swimming,Men's 50m Freestyle,1,0,0,0,0,5,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Taekwondo,Men +80kg,1,0,0,0,0,5,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Artistic Gymnastics,Men's Pommel Horse,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Men's Long Jump,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Women's 3000m Steeplechase,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Judo,Men -66 kg,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,10m Air Pistol Women,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,25m Pistol Women,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Men's 100m Freestyle,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Women's 50m Freestyle,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Men's 73kg,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Men's 81kg,1,0,0,0,0,10,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Men's 3000m Steeplechase,1,0,0,0,0,43,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Men's 400m Hurdles,1,0,0,0,0,43,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Men's 800m,1,0,0,0,0,43,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
