NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,4,1936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Athletics,Athletics Men's Long Jump,1,0,0,0,0,4,1936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Athletics,Athletics Men's Shot Put,1,0,0,0,0,4,1936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Hockey,Hockey Men's Hockey,13,0,0,0,0,4,1936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ARG,Athletics,"Athletics Men's 10,000 metres",1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 200 metres,3,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 400 metres,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Athletics,Athletics Men's Marathon,2,0,0,0,0,31,1936,1.0,0.0,0.0,1.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Featherweight,1,1,0,0,1,31,1936,1.0,0.0,0.0,1.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Heavyweight,1,0,1,0,1,31,1936,1.0,0.0,0.0,1.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,1,1,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,31,1936,0.0,0.0,0.0,0.0,0,2.0,2.0,3.0,7.0
ARG,Boxing,Boxing Men's Middleweight,1,0,0,1,1,31,1936,0.0,1.0,0.0,1.0,0,2.0,2.0,3.0,7.0
