NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's 4 x 100 metres Relay,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's 400 metres,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Athletics,Athletics Men's Triple Jump,1,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Featherweight,1,0,0,1,1,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Heavyweight,1,0,0,1,1,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Lightweight,2,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Boxing,Boxing Men's Welterweight,2,0,1,0,1,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Cycling,Cycling Men's 50 kilometres,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Cycling,"Cycling Men's Road Race, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Cycling,"Cycling Men's Road Race, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Cycling,Cycling Men's Sprint,2,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's Foil, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's Sabre, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's Sabre, Team",5,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's epee, Individual",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Fencing,"Fencing Men's epee, Team",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Polo,Polo Men's Polo,5,5,0,0,5,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Rowing,Rowing Men's Coxed Eights,9,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Sailing,Sailing Mixed 8 metres,5,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Sailing,Sailing Mixed One Person Dinghy,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Swimming,Swimming Men's 400 metres Freestyle,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Tennis,Tennis Men's Doubles,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Tennis,Tennis Men's Singles,4,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ARG,Weightlifting,Weightlifting Men's Middleweight,2,0,0,0,0,39,1924,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
AUS,Art Competitions,Art Competitions Mixed Music,1,0,0,0,0,31,1924,0.0,0.0,0.0,0.0,0,3.0,1.0,2.0,6.0
AUS,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,31,1924,0.0,0.0,0.0,0.0,0,3.0,1.0,2.0,6.0
