NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Athletics,Athletics Women's 100 metres,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,3,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Athletics Men's Long Jump,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Women's 100 metres Freestyle,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Women's Featherweight,1,0,0,0,0,6,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 1,500 metres",2,0,1,0,1,48,2016,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",3,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 400 metres Hurdles,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 800 metres,3,0,1,0,1,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Decathlon,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Marathon,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Women's Marathon,2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Cycling,"Cycling Men's Road Race, Individual",2,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Fencing,"Fencing Men's Foil, Individual",1,0,0,0,0,48,2016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
