NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
ARG,Fencing,"Fencing Men's epee, Individual",1,0,0,0,0,1,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AUS,Athletics,Athletics Men's 100 metres,1,0,0,1,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUS,Athletics,Athletics Men's 200 metres,1,0,0,1,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUS,Athletics,"Athletics Men's 5,000 metres, Team",1,1,0,0,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUS,Athletics,Athletics Men's 60 metres,1,0,0,1,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUS,Swimming,Swimming Men's 200 metres Freestyle,1,1,0,0,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUS,Swimming,Swimming Men's 200 metres Obstacle Course,1,1,0,0,1,6,1900,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0
AUT,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Athletics,"Athletics Men's 2,500 metres Steeplechase",1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,2,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Equestrianism,Equestrianism Mixed High Jump,1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Equestrianism,"Equestrianism Mixed Jumping, Individual",1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Equestrianism,Equestrianism Mixed Long Jump,1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Fencing,"Fencing Men's Foil, Individual",3,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Fencing,"Fencing Men's Sabre, Individual",4,0,0,1,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Fencing,"Fencing Men's Sabre, Masters, Individual",1,0,0,1,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,"Swimming Men's 1,000 metres Freestyle",1,0,1,0,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,Swimming Men's 200 metres Backstroke,1,0,1,0,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,Swimming Men's 200 metres Freestyle,3,0,0,1,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,Swimming Men's 200 metres Obstacle Course,2,0,1,0,1,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,"Swimming Men's 4,000 metres Freestyle",1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
AUT,Swimming,Swimming Men's Underwater Swimming,1,0,0,0,0,17,1900,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,6.0
BEL,Archery,"Archery Men's Au Chapelet, 33 metres",1,1,0,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,"Archery Men's Au Chapelet, 50 metres",1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,"Archery Men's Au Cordon Dore, 33 metres",1,1,0,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,"Archery Men's Au Cordon Dore, 50 metres",1,0,1,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,Archery Men's Championnat Du Monde,1,0,1,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,Archery Men's Sur La Perche a La Herse,2,1,1,0,2,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Archery,Archery Men's Sur La Perche a La Pyramide,1,0,0,1,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Cycling,Cycling Men's Sprint,1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,7,1,0,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Equestrianism,Equestrianism Mixed High Jump,1,0,0,1,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Equestrianism,"Equestrianism Mixed Jumping, Individual",2,1,1,0,2,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Equestrianism,Equestrianism Mixed Long Jump,2,1,0,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Fencing,"Fencing Men's Foil, Individual",1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Fencing,"Fencing Men's Foil, Masters, Individual",3,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Fencing,"Fencing Men's Sabre, Masters, Individual",1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Fencing,"Fencing Men's epee, Individual",1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Football,Football Men's Football,9,0,0,9,9,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Gymnastics,Gymnastics Men's Individual All-Around,2,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Rowing,Rowing Men's Coxed Eights,9,0,9,0,9,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Rowing,Rowing Men's Coxed Pairs,2,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Pistol, 50 metres",5,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",5,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",5,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",5,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",5,0,0,1,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",5,0,0,1,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",5,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Shooting,Shooting Men's Trap,1,0,1,0,1,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Swimming,"Swimming Men's 4,000 metres Freestyle",1,0,0,0,0,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BEL,Water Polo,Water Polo Men's Water Polo,11,0,10,0,10,31,1900,0.0,0.0,0.0,0.0,0,6.0,7.0,4.0,17.0
BOH,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Athletics,Athletics Men's 100 metres,1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Athletics,Athletics Men's 800 metres,1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Athletics,Athletics Men's Discus Throw,1,0,1,0,1,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Cycling,Cycling Men's Sprint,1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Gymnastics,Gymnastics Men's Individual All-Around,1,0,0,0,0,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Tennis,Tennis Mixed Doubles,1,0,0,1,1,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BOH,Tennis,Tennis Women's Singles,1,0,0,1,1,9,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BRA,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,3,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BRA,Athletics,Athletics Men's 200 metres,1,0,0,0,0,3,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BRA,Athletics,Athletics Men's 60 metres,1,0,0,0,0,3,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CAN,Athletics,"Athletics Men's 2,500 metres Steeplechase",1,1,0,0,1,5,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0
CAN,Athletics,"Athletics Men's 4,000 metres Steeplechase",2,0,0,0,0,5,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0
CAN,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,1,1,5,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0
CAN,Athletics,Athletics Men's 800 metres,1,0,0,0,0,5,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0
CAN,Athletics,Athletics Men's Marathon,2,0,0,0,0,5,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0
COL,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,1,0,1,0,1,1,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CUB,Fencing,"Fencing Men's epee, Individual",1,1,0,0,1,2,1900,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,2.0
CUB,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",1,0,1,0,1,2,1900,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,2.0
DEN,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Athletics,Athletics Men's 100 metres,1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Athletics,Athletics Men's 400 metres,1,0,0,1,1,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Athletics,Athletics Men's 800 metres,1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Athletics,Athletics Men's Discus Throw,1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Athletics,Athletics Men's Shot Put,1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Fencing,"Fencing Men's Foil, Masters, Individual",1,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",5,0,1,0,1,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",5,0,1,0,1,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",5,1,0,0,1,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",5,0,1,0,1,14,1900,0.0,0.0,1.0,1.0,0,1.0,3.0,2.0,6.0
DEN,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",5,0,0,0,0,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Swimming,Swimming Men's Underwater Swimming,1,0,0,1,1,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
DEN,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,3,3,0,0,3,14,1900,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,6.0
ESP,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,2,2,0,0,2,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,1,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Fencing,"Fencing Men's Foil, Individual",1,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Fencing,"Fencing Men's Sabre, Individual",1,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Fencing,"Fencing Men's epee, Individual",1,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Rowing,Rowing Men's Coxed Fours,5,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
ESP,Rowing,Rowing Men's Single Sculls,1,0,0,0,0,7,1900,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
FRA,Archery,"Archery Men's Au Chapelet, 33 metres",2,0,1,1,2,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,"Archery Men's Au Chapelet, 50 metres",3,1,1,1,3,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,"Archery Men's Au Cordon Dore, 33 metres",2,0,1,1,2,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,"Archery Men's Au Cordon Dore, 50 metres",7,1,0,1,2,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,Archery Men's Championnat Du Monde,1,1,0,0,1,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,Archery Men's Sur La Perche a La Herse,1,0,1,0,1,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Archery,Archery Men's Sur La Perche a La Pyramide,2,1,1,0,2,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,"Athletics Men's 1,500 metres",2,0,1,0,1,81,1900,0.0,0.0,1.0,1.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,Athletics Men's 110 metres Hurdles,2,0,0,0,0,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,"Athletics Men's 2,500 metres Steeplechase",1,0,0,1,1,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,Athletics Men's 200 metres Hurdles,2,0,0,0,0,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,"Athletics Men's 4,000 metres Steeplechase",1,0,0,0,0,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,Athletics Men's 400 metres,2,0,0,0,0,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,Athletics Men's 400 metres Hurdles,1,0,1,0,1,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,"Athletics Men's 5,000 metres, Team",5,0,5,0,5,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
FRA,Athletics,Athletics Men's 800 metres,2,0,0,0,0,81,1900,0.0,0.0,0.0,0.0,1,27.0,39.0,37.0,103.0
