NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AHO,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,4,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Sailing,Sailing Men's Windsurfer,1,0,0,0,0,4,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Sailing,Sailing Women's Windsurfer,1,0,0,0,0,4,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Shooting,Shooting Mixed Trap,1,0,0,0,0,4,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Athletics,Athletics Women's Heptathlon,1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 100 metres Breaststroke,1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Heavyweight II,1,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Lightweight,2,0,0,0,0,8,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 5,000 metres",1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's High Jump,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Long Jump,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Marathon,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Triple Jump,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 1,500 metres",1,1,0,0,1,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Featherweight,1,0,0,1,1,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Flyweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Middleweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Welterweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Judo,Judo Men's Half-Lightweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Judo,Judo Men's Lightweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Judo,Judo Women's Extra-Lightweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Swimming,Swimming Men's 100 metres Breaststroke,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Swimming,Swimming Men's 200 metres Breaststroke,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Volleyball,Volleyball Men's Volleyball,10,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Weightlifting,Weightlifting Men's Featherweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0,0,0,0,27,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Athletics,Athletics Women's High Jump,1,0,0,0,0,5,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Cycling,"Cycling Men's Road Race, Individual",3,0,0,0,0,5,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Judo,Judo Men's Extra-Lightweight,1,0,0,0,0,5,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Sailing,Sailing Men's Two Person Dinghy,2,0,0,0,0,5,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AND,Shooting,Shooting Mixed Trap,1,0,0,0,0,5,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,Athletics Men's 400 metres,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,Athletics Men's 800 metres,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,Athletics Men's Triple Jump,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,"Athletics Women's 1,500 metres",1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Athletics,"Athletics Women's 3,000 metres",1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Basketball,Basketball Men's Basketball,12,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Boxing,Boxing Men's Welterweight,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Judo,Judo Men's Extra-Lightweight,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Judo,Judo Men's Half-Heavyweight,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Judo,Judo Men's Half-Middleweight,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Judo,Judo Men's Lightweight,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Sailing,Sailing Men's One Person Dinghy,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Sailing,Sailing Men's Two Person Dinghy,2,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Men's 100 metres Butterfly,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Women's 100 metres Breaststroke,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Women's 100 metres Butterfly,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Women's 100 metres Freestyle,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANG,Swimming,Swimming Women's 50 metres Freestyle,1,0,0,0,0,21,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 200 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 400 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Men's 800 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 100 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 200 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ANT,Athletics,Athletics Women's 400 metres,1,0,0,0,0,15,1992,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
