NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
ARG,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's 100 metres,3,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's 200 metres,2,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's 800 metres,2,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Athletics,Athletics Men's High Jump,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Featherweight,1,0,1,0,1,40,1928,0.0,0.0,1.0,1.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Heavyweight,1,1,0,0,1,40,1928,0.0,0.0,1.0,1.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Light-Heavyweight,1,1,0,0,1,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,40,1928,0.0,1.0,0.0,1.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Middleweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Boxing,Boxing Men's Welterweight,1,0,1,0,1,40,1928,0.0,1.0,0.0,1.0,0,3.0,3.0,1.0,7.0
ARG,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Cycling,"Cycling Men's Road Race, Individual",4,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Cycling,"Cycling Men's Road Race, Team",4,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Cycling,Cycling Men's Sprint,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Equestrianism,"Equestrianism Men's Jumping, Individual",3,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Equestrianism,"Equestrianism Men's Jumping, Team",3,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Fencing,"Fencing Men's Foil, Individual",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Fencing,"Fencing Men's Foil, Team",5,0,0,5,5,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Fencing,"Fencing Men's epee, Individual",3,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Football,Football Men's Football,16,0,16,0,16,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Rowing,Rowing Men's Coxed Eights,9,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Sailing,Sailing Mixed 8 metres,5,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Swimming,"Swimming Men's 1,500 metres Freestyle",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Swimming,Swimming Men's 100 metres Freestyle,2,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,4,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Swimming,Swimming Men's 400 metres Freestyle,1,1,0,0,1,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Water Polo,Water Polo Men's Water Polo,7,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Weightlifting,Weightlifting Men's Featherweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Weightlifting,Weightlifting Men's Middleweight,1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
ARG,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1,0,0,0,0,40,1928,0.0,0.0,0.0,0.0,0,3.0,3.0,1.0,7.0
AUS,Athletics,"Athletics Men's 1,500 metres",2,0,0,0,0,26,1928,0.0,0.0,0.0,0.0,0,1.0,2.0,1.0,4.0
AUS,Athletics,Athletics Men's 100 metres,1,0,0,0,0,26,1928,0.0,0.0,0.0,0.0,0,1.0,2.0,1.0,4.0
