NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Wrestling,"Wrestling Men's Bantamweight, Freestyle",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Featherweight, Freestyle",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Welterweight, Freestyle",1,0,0,0,0,8,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Fencing,"Fencing Men's Sabre, Individual",1,0,0,0,0,4,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,0,0,4,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0,0,0,0,4,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Weightlifting,Weightlifting Men's Lightweight,1,0,0,0,0,4,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Floor Exercise,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Horizontal Bar,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Horse Vault,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Individual All-Around,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Parallel Bars,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Pommelled Horse,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Rings,1,0,0,0,0,7,1964,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ARG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,78,1964,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
ARG,Athletics,Athletics Men's 400 metres,1,0,0,0,0,78,1964,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
ARG,Athletics,Athletics Men's 400 metres Hurdles,1,0,0,0,0,78,1964,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0
