NOC,Sport,Event,athletes_number,gold_number,silver_number,bronze_number,total_number,Total Events,Year,gold_number_previous,silver_number_previous,bronze_number_previous,total_number_previous,Host,Gold,Silver,Bronze,Total
AFG,Wrestling,"Wrestling Men's Featherweight, Freestyle",1,0,0,0,0,5,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,0,0,5,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",1,0,0,0,0,5,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1,0,0,0,0,5,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AFG,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0,0,0,0,5,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Sailing,Sailing Mixed Windsurfer,1,0,1,0,1,4,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Shooting,"Shooting Women's Air Rifle, 10 metres",1,0,0,0,0,4,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,0,0,4,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
AHO,Swimming,Swimming Men's 50 metres Freestyle,1,0,0,0,0,4,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 1,500 metres",1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 100 metres,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 110 metres Hurdles,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 20 kilometres Walk,2,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 200 metres,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's 800 metres,2,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Hammer Throw,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Long Jump,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Marathon,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Triple Jump,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 1,500 metres",1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Women's 800 metres,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Flyweight,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Flyweight,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Middleweight,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Lightweight,1,0,0,0,0,29,1988,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
