Event,importance_score
"Athletics Men's 1,500 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Men's Long Jump,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 4 x 100 metres Relay,0.0
Athletics Women's 800 metres,0.0
Men's 100m,0.0
Women's 100m,0.0
Women's 200m,0.0
Women's 800m,0.0
Boxing Men's Middleweight,0.0
Judo Men's Lightweight,0.0
Men -73 kg,0.0
Men's 50m Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Women's 100m Breaststroke,0.0
Men +80kg,0.0
"Wrestling Men's Light-Heavyweight, Freestyle",0.0
"Wrestling Men's Middleweight, Freestyle",0.0
"Wrestling Men's Welterweight, Freestyle",0.0
