Event,importance_score
Archery Men's Individual,0.0
Archery Men's Team,0.0
Men's Individual,0.0
Mixed Team,0.0
Women's Individual,0.0
Women's All-Around,0.0
Women's Balance Beam,0.0
Women's Floor Exercise,0.0
Women's Uneven Bars,0.0
Women's Vault,0.0
Women,0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's 200 metres,0.0
"Athletics Men's 3,000 metres Steeplechase",0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Men's Decathlon,0.0
Athletics Men's Discus Throw,0.0
Athletics Men's Hammer Throw,0.8333333333333333
Athletics Men's High Jump,0.0
Athletics Men's Javelin Throw,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Marathon,0.0
Athletics Men's Pole Vault,0.0
Athletics Men's Shot Put,0.0
Athletics Men's Triple Jump,0.0
"Athletics Women's 1,500 metres",0.0
"Athletics Women's 10,000 metres",0.0
Athletics Women's 100 metres Hurdles,0.3333333333333333
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 4 x 400 metres Relay,0.0
"Athletics Women's 5,000 metres",0.0
Athletics Women's 800 metres,0.16666666666666666
Athletics Women's Hammer Throw,0.0
Athletics Women's High Jump,0.0
Athletics Women's Javelin Throw,0.0
Athletics Women's Long Jump,0.0
Athletics Women's Marathon,0.0
Athletics Women's Pole Vault,0.0
Athletics Women's Triple Jump,0.0
Men's 400m Hurdles,0.0
Men's 400m,0.0
Men's Discus Throw,0.0
"Women's 10,000m",0.0
Women's 100m,0.0
Women's 200m,0.0
Women's 3000m Steeplechase,0.0
Women's 400m,0.0
Women's 5000m,0.0
Women's 800m,0.0
Women's High Jump,0.0
Women's Pole Vault,0.0
Women's Triple Jump,0.0
Badminton Women's Singles,0.0
Men Team,0.0
Men's Canoe Single,0.0
Men's Canoe,0.5
Men's Kayak Cross,0.0
Men's Kayak Single,0.0
Men's Kayak,0.0
Women's Canoe Single,0.0
Women's Canoe,0.0
Women's Kayak Cross,0.0
