Event,importance_score
Women's All-Around,0.0
Women's Balance Beam,0.0
Women's Floor Exercise,0.0
Women's Uneven Bars,0.0
Women's Vault,0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's Javelin Throw,0.0
Athletics Men's Long Jump,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's Marathon,0.0
Men's 100m,0.0
Women's 400m,0.0
"Cycling Men's 1,000 metres Time Trial",0.0
Cycling Men's 100 kilometres Team Time Trial,0.0
Cycling Men's Points Race,0.0
"Cycling Men's Road Race, Individual",0.0
Cycling Men's Sprint,0.0
"Cycling Women's Road Race, Individual",0.0
Sailing Men's One Person Dinghy,0.0
Sailing Men's Windsurfer,0.0
Sailing Mixed Multihull,0.0
Sailing Mixed One Person Dinghy,0.0
Sailing Mixed Two Person Dinghy,0.0
Sailing Mixed Two Person Keelboat,0.0
Sailing Women's One Person Dinghy,0.0
Women's Dinghy,0.0
Men's 100m Freestyle,0.0
Men's 50m Freestyle,0.0
Swimming Men's 100 metres Butterfly,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 200 metres Backstroke,0.0
Swimming Men's 200 metres Freestyle,0.0
Swimming Men's 200 metres Individual Medley,0.0
Swimming Men's 400 metres Freestyle,0.0
Swimming Men's 400 metres Individual Medley,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Backstroke,0.0
Swimming Women's 200 metres Butterfly,0.0
Swimming Women's 800 metres Freestyle,0.0
Women's 100m Freestyle,0.0
