Event,importance_score
"Athletics Men's 1,500 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
"Athletics Men's 5,000 metres",0.0
Athletics Men's 800 metres,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Marathon,0.0
Athletics Men's Triple Jump,0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 800 metres,0.0
Athletics Women's Long Jump,0.0
Athletics Women's Triple Jump,0.0
Men's 100m,0.0
Women's 400m,0.0
Boxing Men's Bantamweight,0.0
Men's Kayak Single 1000m,0.0
Men's Kayak Single 200m,0.0
Cycling Men's 100 kilometres Team Time Trial,0.0
"Cycling Men's Individual Pursuit, 4,000 metres",0.0
"Cycling Men's Road Race, Individual",0.0
Cycling Men's Sprint,0.0
"Cycling Women's Road Race, Individual",0.0
Judo Men's Half-Lightweight,0.0
Judo Men's Middleweight,0.0
"Shooting Mixed Free Pistol, 50 metres",0.0
"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0.0
Taekwondo Men's Flyweight,0.0
Weightlifting Men's Lightweight,0.0
