Event,importance_score
Men's Individual,0.0
Mixed Team,0.0
Women's Individual,0.0
Men's Horizontal Bar,0.0
Men's Parallel Bars,0.0
Men's Vault,0.0
"Athletics Men's 1,500 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 20 kilometres Walk,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Men's Marathon,0.0
Athletics Men's Triple Jump,0.0
"Athletics Women's 1,500 metres",0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 20 kilometres Walk,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 400 metres Hurdles,0.0
Athletics Women's 400 metres,0.0
Athletics Women's High Jump,0.0
Athletics Women's Long Jump,0.0
Athletics Women's Marathon,0.0
Women's 100m,0.0
Women's 400m Hurdles,0.0
Badminton Men's Singles,0.0
Badminton Women's Singles,0.0
Men's Singles,0.0
Women's Singles,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Welterweight,0.0
Men's Feather (52-57kg),0.0
Women's 54kg,0.0
Women's 60kg,0.0
Women's Fly (48-51kg),0.0
Women's Canoe Single 200m,0.0
"Canoeing Women's Kayak Singles, 500 metres",0.0
Women's Road Race,0.0
"Cycling Men's Road Race, Individual",0.0
"Fencing Men's epee, Individual",0.0
"Fencing Men's Sabre, Individual",0.0
"Fencing Women's epee, Individual",0.0
"Fencing Women's Foil, Individual",0.0
"Fencing Women's Sabre, Individual",0.0
Gymnastics Men's Parallel Bars,0.0
Gymnastics Men's Rings,0.0
Gymnastics Women's Balance Beam,0.0
Gymnastics Women's Floor Exercise,0.0
Gymnastics Women's Horse Vault,0.0
Gymnastics Women's Individual All-Around,0.0
Gymnastics Women's Uneven Bars,0.0
Judo Women's Extra-Lightweight,0.0
Women -48 kg,0.0
Women -52 kg,0.0
Lightweight Women's Double Sculls Team,0.0
Rowing Women's Lightweight Double Sculls,0.0
Women's Single Sculls,0.0
10m Air Pistol Men,0.0
10m Air Pistol Women,0.0
10m Air Rifle Women,0.0
25m Pistol Women,0.0
"Shooting Men's Air Pistol, 10 metres",0.5
"Shooting Men's Free Pistol, 50 metres",0.3333333333333333
"Shooting Men's Rapid-Fire Pistol, 25 metres",0.0
"Shooting Mixed Free Pistol, 50 metres",0.0
"Shooting Mixed Rapid-Fire Pistol, 25 metres",0.0
"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0.0
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",0.0
"Shooting Women's Air Pistol, 10 metres",0.0
"Shooting Women's Sporting Pistol, 25 metres",0.0
Men's 1500m Freestyle,0.0
Men's 800m Freestyle,0.0
Swimming Men's 100 metres Backstroke,0.0
Swimming Men's 100 metres Breaststroke,0.0
Swimming Men's 100 metres Butterfly,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 200 metres Backstroke,0.0
Swimming Men's 200 metres Breaststroke,0.0
Swimming Men's 200 metres Butterfly,0.0
Swimming Men's 200 metres Freestyle,0.0
Swimming Men's 4 x 100 metres Medley Relay,0.0
Swimming Women's 100 metres Backstroke,0.0
Swimming Women's 100 metres Breaststroke,0.0
Swimming Women's 100 metres Butterfly,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 200 metres Backstroke,0.0
Swimming Women's 200 metres Breaststroke,0.0
Swimming Women's 200 metres Butterfly,0.0
Swimming Women's 200 metres Individual Medley,0.0
Swimming Women's 400 metres Freestyle,0.0
Swimming Women's 400 metres Individual Medley,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 200m Freestyle,0.0
Women's 200m Individual Medley,0.0
Women's 800m Freestyle,0.0
Table Tennis Men's Singles,0.0
Taekwondo Men's Flyweight,0.0
Taekwondo Men's Heavyweight,0.0
Taekwondo Women's Featherweight,0.3333333333333333
Taekwondo Women's Flyweight,0.0
Taekwondo Women's Welterweight,0.0
Women -49kg,0.0
Men's 61kg,0.0
Weightlifting Men's Bantamweight,0.3333333333333333
Weightlifting Men's Light-Heavyweight,0.0
Weightlifting Women's Featherweight,0.0
Weightlifting Women's Flyweight,0.0
Weightlifting Women's Middleweight,0.0
Women's 59kg,0.0
"Wrestling Men's Bantamweight, Freestyle",0.0
"Wrestling Men's Featherweight, Freestyle",0.0
"Wrestling Men's Flyweight, Freestyle",0.0
"Wrestling Men's Light-Flyweight, Freestyle",0.0
"Wrestling Men's Lightweight, Freestyle",0.0
"Wrestling Women's Featherweight, Freestyle",0.0
"Wrestling Women's Flyweight, Freestyle",0.0
