Event,importance_score
Archery Men's Individual,0.0
Archery Women's Individual,0.0
Athletics Men's 100 metres,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's Decathlon,0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's Discus Throw,0.0
Athletics Women's Long Jump,0.0
Athletics Women's Shot Put,0.0
Men's 100m,0.0
Boxing Men's Heavyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Boxing Men's Light-Middleweight,0.0
Boxing Men's Light-Welterweight,0.0
Boxing Men's Middleweight,0.0
Boxing Men's Super-Heavyweight,0.3333333333333333
Boxing Men's Welterweight,0.0
Women's 60kg,0.0
Judo Men's Lightweight,0.0
Men's 100m Backstroke,0.0
Men's 100m Breaststroke,0.0
Swimming Men's 100 metres Breaststroke,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Men +80kg,0.0
Taekwondo Men's Heavyweight,0.0
Women -67kg,0.0
Weightlifting Men's Heavyweight,0.0
Weightlifting Men's Middle-Heavyweight,0.0
Weightlifting Men's Middleweight,0.0
Weightlifting Men's Super-Heavyweight,0.0
Women's +87kg,0.0
