Event,importance_score
Athletics Men's 100 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's Discus Throw,0.0
Men's 800m,0.0
Boxing Men's Featherweight,0.0
Boxing Men's Flyweight,0.0
Boxing Men's Lightweight,0.0
Women's Canoe,0.0
Women's Kayak,0.0
Men's Kayak Single 1000m,0.0
Men's Kayak Single 200m,0.0
Women's Kayak Single 200m,0.0
"Canoeing Men's Kayak Singles, 1,000 metres",0.0
"Canoeing Men's Kayak Singles, 200 metres",0.0
"Canoeing Men's Kayak Singles, Slalom",0.0
"Canoeing Women's Kayak Singles, Slalom",0.0
Sailing Men's One Person Dinghy,0.0
Sailing Women's One Person Dinghy,0.0
Sailing Women's Windsurfer,0.0
Men's 200m Freestyle,0.0
Men's 400m Freestyle,0.0
"Swimming Men's 1,500 metres Freestyle",0.0
Swimming Men's 100 metres Breaststroke,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 100m Breaststroke,0.0
Weightlifting Men's Heavyweight I,0.0
Weightlifting Men's Heavyweight,0.0
Weightlifting Men's Middle-Heavyweight,0.0
Weightlifting Men's Super-Heavyweight,0.0
Weightlifting Women's Super-Heavyweight,0.0
