Event,importance_score
Athletics Men's Discus Throw,0.0
Athletics Men's Marathon,0.0
Athletics Women's 100 metres,0.0
Athletics Women's Marathon,0.0
Men's 100m,0.0
Men's Discus Throw,0.0
Women's High Jump,0.0
Boxing Men's Heavyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Women's 54kg,0.0
Handball Women's Handball,4.666666666666666
Women Team,0.0
Judo Men's Half-Middleweight,0.0
Women -78 kg,0.0
Men's Dinghy,0.0
Men's One Person Dinghy - Laser,0.0
Sailing Men's One Person Dinghy,0.0
10m Air Pistol Women,0.0
"Shooting Men's Air Pistol, 10 metres",0.0
"Shooting Men's Free Pistol, 50 metres",0.0
Men's 100m Butterfly,0.0
Men's 100m Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 200 metres Breaststroke,0.0
Women's 100m Freestyle,0.0
Women's 50m Freestyle,0.0
Tennis Women's Singles,0.0
Women's Singles,0.0
Men Team,0.0
Men,0.0
Water Polo Men's Water Polo,0.0
