Event,importance_score
"Athletics Men's 1,500 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's 200 metres,0.0
"Athletics Men's 3,000 metres Steeplechase",0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Men's High Jump,0.0
Athletics Men's Javelin Throw,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Triple Jump,0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 4 x 100 metres Relay,0.0
Athletics Women's 4 x 400 metres Relay,0.0
Athletics Women's 400 metres,0.0
Athletics Women's 80 metres Hurdles,0.0
Athletics Women's 800 metres,0.0
Athletics Women's Heptathlon,0.0
Athletics Women's Long Jump,0.0
Men's 100m,0.0
Men's 200m,0.0
Men's 4 x 100m Relay Team,0.0
Men's 4 x 100m Relay,0.0
Women's High Jump,0.0
Women's Triple Jump,0.0
Boxing Men's Bantamweight,0.0
Boxing Men's Featherweight,0.0
Boxing Men's Flyweight,0.0
Boxing Men's Heavyweight,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Boxing Men's Light-Middleweight,0.0
Boxing Men's Light-Welterweight,0.5
Boxing Men's Lightweight,0.0
Boxing Men's Middleweight,0.16666666666666666
Boxing Men's Welterweight,0.0
Men's Feather (52-57kg),0.16666666666666666
Men's Fly (48-52kg),0.0
Men's Light Heavy (75-81kg),0.0
Football Men's Football,3.333333333333333
Judo Men's Lightweight,0.0
Judo Women's Half-Middleweight,0.0
Men -90 kg,0.0
Men's 100m Butterfly,0.0
Men's 100m Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 200 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Table Tennis Men's Doubles,0.0
Table Tennis Men's Singles,0.0
Table Tennis Women's Doubles,0.0
Table Tennis Women's Singles,0.0
Men's 96kg,0.0
Weightlifting Men's Light-Heavyweight,0.0
Weightlifting Women's Super-Heavyweight,0.0
