Event,importance_score
"Athletics Men's 1,500 metres",0.0
"Athletics Men's 10,000 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's 20 kilometres Walk,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
"Athletics Men's 5,000 metres",0.0
Athletics Men's Decathlon,0.0
Athletics Men's Marathon,0.0
Athletics Men's Triple Jump,0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's Marathon,0.0
Men's 100m,0.0
Men's Marathon,0.0
Boxing Men's Flyweight,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Lightweight,0.0
Boxing Men's Middleweight,0.0
"Fencing Women's Foil, Individual",0.0
Football Men's Football,0.0
Men Team,0.0
Judo Men's Extra-Lightweight,0.0
Judo Men's Half-Lightweight,0.0
Judo Men's Heavyweight,0.0
Judo Women's Extra-Lightweight,0.0
Judo Women's Lightweight,0.0
Women -63 kg,0.0
Rowing Men's Single Sculls,0.0
"Shooting Women's Air Pistol, 10 metres",0.0
Men's 100m Breaststroke,0.0
Men's 200m Breaststroke,0.0
"Swimming Men's 1,500 metres Freestyle",0.0
Swimming Men's 100 metres Backstroke,0.0
Swimming Men's 100 metres Breaststroke,0.0
Swimming Men's 100 metres Butterfly,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 200 metres Backstroke,0.0
Swimming Men's 200 metres Breaststroke,0.0
Swimming Men's 200 metres Butterfly,0.0
Swimming Men's 200 metres Freestyle,0.0
Swimming Men's 200 metres Individual Medley,0.0
Swimming Men's 4 x 100 metres Freestyle Relay,0.0
Swimming Men's 4 x 100 metres Medley Relay,0.0
Swimming Men's 400 metres Freestyle,0.0
Swimming Men's 400 metres Individual Medley,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Backstroke,0.0
Swimming Women's 100 metres Breaststroke,0.0
Swimming Women's 100 metres Butterfly,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 200 metres Backstroke,0.0
Swimming Women's 200 metres Breaststroke,0.0
Swimming Women's 200 metres Butterfly,0.0
Swimming Women's 200 metres Freestyle,0.0
Swimming Women's 200 metres Individual Medley,0.0
Swimming Women's 400 metres Freestyle,0.0
Swimming Women's 400 metres Individual Medley,0.0
Swimming Women's 50 metres Freestyle,0.0
Swimming Women's 800 metres Freestyle,0.0
Women's 200m Butterfly,0.0
Women's 200m Freestyle,0.0
Table Tennis Women's Singles,0.0
Taekwondo Men's Welterweight,0.0
Women +67kg,0.0
Weightlifting Men's Featherweight,0.0
Weightlifting Men's Middle-Heavyweight,0.0
Men's Greco-Roman 97kg,0.0
"Wrestling Men's Featherweight, Freestyle",0.0
