Event,importance_score
Archery Men's Individual,0.0
"Athletics Men's 1,500 metres",0.0
"Athletics Men's 10,000 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's 200 metres,0.0
"Athletics Men's 3,000 metres Steeplechase",0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
"Athletics Men's 5,000 metres",0.0
Athletics Men's 800 metres,0.0
Athletics Men's Decathlon,0.0
Athletics Men's Discus Throw,0.0
Athletics Men's Javelin Throw,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Marathon,0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 400 metres,0.0
Athletics Women's Heptathlon,0.0
Athletics Women's Long Jump,0.0
Athletics Women's Pentathlon,0.0
Men's 100m,0.0
Boxing Men's Light-Welterweight,0.0
Boxing Men's Welterweight,0.0
"Cycling Women's Road Race, Individual",0.0
Football Men's Football,0.0
Judo Men's Half-Heavyweight,0.0
Judo Men's Half-Middleweight,0.0
Judo Men's Heavyweight,0.0
Judo Men's Middleweight,0.0
Judo Women's Half-Heavyweight,0.0
Judo Women's Lightweight,0.0
Judo Women's Middleweight,0.0
Men +100 kg,0.0
Men -100 kg,0.0
Men Team,6.5
Men,4.666666666666666
Rugby Sevens Men's Rugby Sevens,6.5
Rugby Sevens Women's Rugby Sevens,0.0
Women Team,2.1666666666666665
Women,0.0
Men's Dinghy,0.0
Sailing Men's One Person Dinghy,0.0
Sailing Men's Windsurfer,0.0
Sailing Mixed Multihull,0.0
Sailing Mixed One Person Dinghy,0.0
Sailing Mixed Three Person Keelboat,0.0
Sailing Mixed Windsurfer,0.0
Sailing Women's One Person Dinghy,0.0
Women's Dinghy,0.0
Women's One Person Dinghy - Laser Radial,0.0
Shooting Men's Trap,0.0
Men's 200m Breaststroke,0.0
Men's 50m Freestyle,0.0
Swimming Men's 100 metres Backstroke,0.0
Swimming Men's 100 metres Breaststroke,0.0
Swimming Men's 100 metres Butterfly,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 200 metres Backstroke,0.0
Swimming Men's 200 metres Breaststroke,0.0
Swimming Men's 200 metres Freestyle,0.0
Swimming Men's 200 metres Individual Medley,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Backstroke,0.0
Swimming Women's 100 metres Breaststroke,0.0
Swimming Women's 100 metres Butterfly,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 200 metres Backstroke,0.0
Swimming Women's 200 metres Freestyle,0.0
Swimming Women's 200 metres Individual Medley,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Men's Singles,0.0
Table Tennis Women's Singles,0.0
Women's Singles,0.0
Women +67kg,0.0
Women -67kg,0.0
Weightlifting Men's Bantamweight,0.0
Weightlifting Men's Light-Heavyweight,0.0
Weightlifting Men's Middleweight,0.0
Weightlifting Women's Light-Heavyweight,0.0
Weightlifting Women's Middleweight,0.0
Weightlifting Women's Super-Heavyweight,0.0
