Event,importance_score
"Athletics Men's 1,500 metres",0.0
"Athletics Men's 10,000 metres",4.5
Athletics Men's 100 metres,0.0
Athletics Men's 20 kilometres Walk,0.0
Athletics Men's 200 metres,0.0
"Athletics Men's 3,000 metres Steeplechase",0.16666666666666666
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres,0.0
"Athletics Men's 5,000 metres",2.5
Athletics Men's 800 metres,0.0
Athletics Men's Javelin Throw,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Marathon,2.8333333333333335
Athletics Men's Triple Jump,0.0
"Athletics Women's 1,500 metres",0.3333333333333333
"Athletics Women's 10,000 metres",3.6666666666666665
Athletics Women's 20 kilometres Walk,0.0
"Athletics Women's 3,000 metres Steeplechase",0.16666666666666666
"Athletics Women's 5,000 metres",2.333333333333333
Athletics Women's 800 metres,0.0
Athletics Women's Marathon,1.1666666666666667
"Men's 10,000m",0.8333333333333333
Men's 1500m,0.0
Men's 20km Race Walk,0.0
Men's 3000m Steeplechase,0.3333333333333333
Men's 5000m,0.0
Men's Marathon,0.5
"Women's 10,000m",0.16666666666666666
Women's 1500m,0.0
Women's 20km Race Walk,0.0
Women's 3000m Steeplechase,0.0
Women's 5000m,0.16666666666666666
Women's 800m,0.3333333333333333
Women's Marathon,0.3333333333333333
Boxing Men's Bantamweight,0.0
Boxing Men's Featherweight,0.0
Boxing Men's Flyweight,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Boxing Men's Light-Middleweight,0.0
Boxing Men's Light-Welterweight,0.0
Boxing Men's Lightweight,0.0
Boxing Men's Welterweight,0.0
Women's Road Race,0.0
Cycling Men's 100 kilometres Team Time Trial,0.0
"Cycling Men's Road Race, Individual",0.0
"Cycling Men's Road Race, Team",0.0
Men's 50m Freestyle,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Men -58kg,0.0
