Event,importance_score
Archery Women's Individual,0.0
Athletics Men's Hammer Throw,0.5
Athletics Men's Marathon,0.0
Athletics Women's 200 metres,0.0
Athletics Women's Hammer Throw,0.0
Athletics Women's Marathon,0.0
Men's 100m,0.0
Boxing Men's Bantamweight,0.0
Boxing Men's Flyweight,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Boxing Men's Lightweight,0.0
Boxing Men's Middleweight,0.0
Boxing Women's Lightweight,0.16666666666666666
Men's 63.5kg,0.0
Men's 92kg,0.16666666666666666
Men's Light (57-63kg),0.0
Men's Light Heavy (75-81kg),0.0
Men's Super Heavy (+91kg),0.0
Women's 57kg,0.0
Diving Men's Springboard,0.0
Diving Women's Springboard,0.0
Judo Men's Extra-Lightweight,0.0
Judo Men's Half-Heavyweight,0.0
Judo Men's Half-Middleweight,0.0
Judo Men's Heavyweight,0.0
Judo Men's Lightweight,0.16666666666666666
Judo Men's Middleweight,0.0
Men +100 kg,0.16666666666666666
Men -100 kg,0.0
Men -66 kg,0.0
Men -73 kg,0.0
Men -81 kg,0.16666666666666666
Men -90 kg,0.0
"Shooting Men's Air Pistol, 10 metres",0.0
"Shooting Men's Free Pistol, 50 metres",0.0
Men's 50m Freestyle,0.0
Swimming Men's 100 metres Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 100 metres Freestyle,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Taekwondo Men's Heavyweight,0.0
Taekwondo Men's Welterweight,0.0
Women +67kg,0.0
Weightlifting Men's Lightweight,0.0
Men's Freestyle 74kg,0.0
"Wrestling Men's Featherweight, Freestyle",0.0
"Wrestling Men's Heavyweight, Freestyle",0.0
"Wrestling Men's Light-Heavyweight, Freestyle",0.3333333333333333
"Wrestling Men's Lightweight, Freestyle",0.0
"Wrestling Men's Middleweight, Freestyle",0.0
"Wrestling Men's Super-Heavyweight, Greco-Roman",0.0
"Wrestling Men's Welterweight, Freestyle",0.0
"Wrestling Women's Flyweight, Freestyle",0.0
"Wrestling Women's Middleweight, Freestyle",0.0
