Event,importance_score
Archery Men's Individual,0.0
"Athletics Men's 1,500 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 400 metres,0.0
"Athletics Men's 5,000 metres",0.0
Athletics Men's 800 metres,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 400 metres Hurdles,0.0
Athletics Women's 400 metres,0.0
Athletics Women's 800 metres,0.0
Women's 100m,0.0
Boxing Men's Bantamweight,0.0
Boxing Men's Middleweight,0.0
Judo Men's Half-Lightweight,0.0
Judo Men's Heavyweight,0.0
Men -81 kg,0.0
Men's Single Sculls,0.0
Rowing Men's Single Sculls,0.0
Men's 100m Freestyle,0.0
Women's 50m Freestyle,0.0
Men's Singles,0.0
Table Tennis Men's Singles,0.0
Table Tennis Women's Singles,0.0
Women's Singles,0.0
Women's 81kg,0.0
