Event,importance_score
"Athletics Men's 1,500 metres",0.0
"Athletics Men's 10,000 metres",0.0
Athletics Men's 100 metres,0.0
Athletics Men's 110 metres Hurdles,0.0
Athletics Men's 200 metres,0.0
Athletics Men's 4 x 100 metres Relay,0.0
Athletics Men's 4 x 400 metres Relay,0.0
Athletics Men's 400 metres Hurdles,0.0
Athletics Men's 400 metres,0.0
Athletics Men's 800 metres,0.0
Athletics Men's Decathlon,0.0
Athletics Men's High Jump,0.0
Athletics Men's Long Jump,0.0
Athletics Men's Marathon,0.0
"Athletics Women's 1,500 metres",0.0
Athletics Women's 100 metres Hurdles,0.0
Athletics Women's 100 metres,0.0
Athletics Women's 200 metres,0.0
Athletics Women's 4 x 100 metres Relay,0.0
Athletics Women's 400 metres,0.0
Athletics Women's 800 metres,0.0
Athletics Women's Heptathlon,0.0
Athletics Women's Long Jump,0.0
Women's 100m,0.0
Boxing Men's Heavyweight,0.0
Boxing Men's Light-Flyweight,0.0
Boxing Men's Light-Heavyweight,0.0
Boxing Men's Light-Middleweight,0.0
Boxing Men's Lightweight,0.0
Boxing Men's Middleweight,0.0
Boxing Men's Welterweight,0.0
"Cycling Men's Road Race, Individual",0.0
Men -81 kg,0.0
Women -57 kg,0.0
Men's 50m Freestyle,0.0
Swimming Men's 50 metres Freestyle,0.0
Swimming Women's 50 metres Freestyle,0.0
Women's 50m Freestyle,0.0
Weightlifting Men's Light-Heavyweight,0.0
Weightlifting Men's Middleweight,0.0
