Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
ngel Palacios,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",No medal
ngel Palacios,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Individual",No medal
Carlos Pereyra,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Bantamweight,No medal
Jos Ribas,M,Argentina,ARG,1932,Los Angeles,Athletics,"Athletics Men's 10,000 metres",No medal
Jos Ribas,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Marathon,No medal
Roberto Genta,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Justo Portela,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Luis Sardella,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Welterweight,No medal
Ral Saucedo,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's epee, Individual",No medal
Ral Saucedo,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",No medal
Pedro Elsa,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Shot Put,No medal
Pedro Elsa,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Discus Throw,No medal
Alois Vogel,M,Argentina,ARG,1932,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Juan Buchardo,M,Argentina,ARG,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Juan Buchardo,M,Argentina,ARG,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Roberto Larraz,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",No medal
Roberto Larraz,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Individual",No medal
Roberto Peper,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Rafael Lang,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,No medal
Leopoldo Tahier,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,No medal
Leopoldo Tahier,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Santiago Birnes,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Heavyweight,Gold
Amado Azar,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Middleweight,Silver
Eduardo Vargas,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Lightweight,No medal
Luis Oliva,M,Argentina,ARG,1932,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Samuel Giacosa,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Alfredo Rocca,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,No medal
Alfredo Rocca,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Carmelo Robledo,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Featherweight,Gold
Hermenegildo Rosso,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 800 metres,No medal
Hermenegildo Rosso,M,Argentina,ARG,1932,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal
Rodolfo Valenzuela,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",No medal
Carmelo Merlo,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",No medal
Juan Trillo,M,Argentina,ARG,1932,Los Angeles,Boxing,Boxing Men's Flyweight,No medal
Antonio Daneri,M,Argentina,ARG,1932,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Carlos Kennedy,M,Argentina,ARG,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Hctor Berra,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Decathlon,No medal
Hctor Berra,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Hctor Berra,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Long Jump,No medal
Federico Kleger,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Hammer Throw,No medal
Carlos Lutti,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Carlos Lutti,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Rodolfo Valenzuela,M,Argentina,ARG,1932,Los Angeles,Fencing,"Fencing Men's Foil, Individual",No medal
Juan Boyer,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Marathon,Gold
Fernando Chacarelli,M,Argentina,ARG,1932,Los Angeles,Athletics,"Athletics Men's 10,000 metres",No medal
Fernando Chacarelli,M,Argentina,ARG,1932,Los Angeles,Athletics,Athletics Men's Marathon,No medal
Julio Juaneda,M,Argentina,ARG,1932,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,No medal
Alexander Hillhouse,M,Australia,AUS,1932,Los Angeles,Athletics,"Athletics Men's 5,000 metres",No medal
George Golding,M,Australia,AUS,1932,Los Angeles,Athletics,Athletics Men's 400 metres,No medal
George Golding,M,Australia,AUS,1932,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,No medal
James Quinn,M,Australia,AUS,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
James Quinn,M,Australia,AUS,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
