Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Caimin Douglas,M,Netherlands Antilles,AHO,2000,Sydney,Athletics,Athletics Men's 100 metres,No medal
Howard Hinds,M,Netherlands Antilles,AHO,2000,Sydney,Swimming,Swimming Men's 100 metres Freestyle,No medal
Howard Hinds,M,Netherlands Antilles,AHO,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle,No medal
Eduard Stibbe,M,Netherlands Antilles,AHO,2000,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",No medal
Florencia Hunt,F,Netherlands Antilles,AHO,2000,Sydney,Athletics,Athletics Women's 800 metres,No medal
Roland Melis,M,Netherlands Antilles,AHO,2000,Sydney,Triathlon,Triathlon Men's Olympic Distance,No medal
Cor Aanholt,M,Netherlands Antilles,AHO,2000,Sydney,Sailing,Sailing Mixed One Person Dinghy,No medal
Michel Daou,M,Netherlands Antilles,AHO,2000,Sydney,Shooting,Shooting Men's Double Trap,No medal
Oltion Luli,M,Albania,ALB,2000,Sydney,Athletics,Athletics Men's 100 metres,No medal
Ilirjan Suli,M,Albania,ALB,2000,Sydney,Weightlifting,Weightlifting Men's Middleweight,No medal
Klodiana Shala,F,Albania,ALB,2000,Sydney,Athletics,Athletics Women's 400 metres,No medal
Djana Mata,F,Albania,ALB,2000,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Djana Mata,F,Albania,ALB,2000,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Kader Silia,M,Algeria,ALG,2000,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
Wassila Rdouane-sad-guerni,F,Algeria,ALG,2000,Sydney,Fencing,"Fencing Women's Foil, Individual",No medal
Omar Rebahi,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Extra-Lightweight,No medal
Noureddine Madjhoud,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Featherweight,No medal
Nasria Baghdad-azadj,F,Algeria,ALG,2000,Sydney,Athletics,"Athletics Women's 10,000 metres",No medal
Kamel Talhaoui,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Sami Belgroun,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Half-Heavyweight,No medal
Abdel Kenzi,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Middleweight,No medal
Samia Hireche,F,Algeria,ALG,2000,Sydney,Rowing,Rowing Women's Single Sculls,No medal
Adem Hecini,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 800 metres,No medal
Adem Hecini,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Mebarek Soltani,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Light-Flyweight,No medal
Mehdi Addadi,M,Algeria,ALG,2000,Sydney,Swimming,Swimming Men's 100 metres Backstroke,No medal
Mehdi Addadi,M,Algeria,ALG,2000,Sydney,Swimming,Swimming Men's 100 metres Butterfly,No medal
Mohamed Allalou,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
Rafik Amrane,M,Algeria,ALG,2000,Sydney,Rowing,Rowing Men's Single Sculls,No medal
Leila Lassouani,F,Algeria,ALG,2000,Sydney,Weightlifting,Weightlifting Women's Lightweight,No medal
Salima (-dahmani),F,Algeria,ALG,2000,Sydney,Judo,Judo Women's Half-Lightweight,No medal
David Kaci,M,Algeria,ALG,2000,Sydney,Table Tennis,Table Tennis Men's Doubles,No medal
Kamel Kohil,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's Marathon,No medal
Yasmina (-kettab),F,Algeria,ALG,2000,Sydney,Athletics,Athletics Women's Heptathlon,No medal
Mohamed Azzaoui,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Heavyweight,No medal
Samir-Adel Louahla,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Malik Louahla,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Malik Louahla,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 400 metres,No medal
Moussa Aouanouk,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 20 kilometres Walk,No medal
Yassine Djakrir,M,Algeria,ALG,2000,Sydney,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Salim Iles,M,Algeria,ALG,2000,Sydney,Swimming,Swimming Men's 100 metres Freestyle,No medal
Assa Sad-guerni,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's 800 metres,Bronze
Mohamed Khaldi,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",No medal
Ali Sadi-sief,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",Silver
Salim Iles,M,Algeria,ALG,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle,No medal
Hichem Blida,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Bantamweight,No medal
Noureddine Morceli,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",No medal
Samir Moussaoui,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 10,000 metres",No medal
Noureddine Al-yagoubi,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Lightweight,No medal
Lad Bessou,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Bahia Boussad,F,Algeria,ALG,2000,Sydney,Athletics,Athletics Women's 20 kilometres Walk,No medal
Zahra Gamir,F,Algeria,ALG,2000,Sydney,Fencing,"Fencing Women's epee, Individual",No medal
Farid Oulami,M,Algeria,ALG,2000,Sydney,Table Tennis,Table Tennis Men's Doubles,No medal
Mohamed Bouaichaoui,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Heavyweight,No medal
Ali Bourai,M,Algeria,ALG,2000,Sydney,Trampolining,Trampolining Men's Individual,No medal
Nacer Keddam,M,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Flyweight,No medal
Kamal Boulahfane,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",No medal
Baya Rahouli,F,Algeria,ALG,2000,Sydney,Athletics,Athletics Women's Triple Jump,No medal
Abderrahmane Zaheer,M,Algeria,ALG,2000,Sydney,Athletics,Athletics Men's High Jump,Bronze
Rda Benzine,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",No medal
Amar Meridja,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Half-Lightweight,No medal
Nouria Mrah-benida,F,Algeria,ALG,2000,Sydney,Athletics,"Athletics Women's 1,500 metres",Gold
Mourad Benslimani,M,Algeria,ALG,2000,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Khaled Meddah,M,Algeria,ALG,2000,Sydney,Judo,Judo Men's Middleweight,No medal
Meritxell Gonzlez,F,Andorra,AND,2000,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Santiago Deu,M,Andorra,AND,2000,Sydney,Swimming,Swimming Men's 200 metres Freestyle,No medal
Joan Roca,M,Andorra,AND,2000,Sydney,Shooting,Shooting Men's Trap,No medal
Antonio Planas,M,Andorra,AND,2000,Sydney,Athletics,Athletics Men's Marathon,No medal
Silvia Sue,F,Andorra,AND,2000,Sydney,Athletics,"Athletics Women's 1,500 metres",No medal
Joo N'tyamba,M,Angola,ANG,2000,Sydney,Athletics,Athletics Men's Marathon,No medal
David Dias,M,Angola,ANG,2000,Sydney,Basketball,Basketball Men's Basketball,No medal
Ndia Cruz,F,Angola,ANG,2000,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Ilda Bengue,F,Angola,ANG,2000,Sydney,Handball,Handball Women's Handball,No medal
