Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Constantino Saragoza,M,Netherlands Antilles,AHO,1992,Barcelona,Sailing,Sailing Men's Windsurfer,No medal
Elisabeth Waard,F,Netherlands Antilles,AHO,1992,Barcelona,Sailing,Sailing Women's Windsurfer,No medal
James Sharpe,M,Netherlands Antilles,AHO,1992,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,No medal
Michel Daou,M,Netherlands Antilles,AHO,1992,Barcelona,Shooting,Shooting Mixed Trap,No medal
Sokol Bishanaku,M,Albania,ALB,1992,Barcelona,Weightlifting,Weightlifting Men's Lightweight,No medal
Alma Qeramixhi,F,Albania,ALB,1992,Barcelona,Athletics,Athletics Women's Heptathlon,No medal
Enkelejda -bekurti),F,Albania,ALB,1992,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Fatmir Bushi,M,Albania,ALB,1992,Barcelona,Weightlifting,Weightlifting Men's Lightweight,No medal
Frank Leskaj,M,Albania,ALB,1992,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Frank Leskaj,M,Albania,ALB,1992,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,No medal
Kristo Robo,M,Albania,ALB,1992,Barcelona,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal
Dede Dekaj,M,Albania,ALB,1992,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,No medal
Frank Leskaj,M,Albania,ALB,1992,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,No medal
Abderzak Bella,M,Algeria,ALG,1992,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Abderzak Bella,M,Algeria,ALG,1992,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Assa Aout,M,Algeria,ALG,1992,Barcelona,Athletics,"Athletics Men's 5,000 metres",No medal
Lies Tizioualou,M,Algeria,ALG,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,No medal
Faycal Tellouche,M,Algeria,ALG,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,No medal
Azzedine Basbas,M,Algeria,ALG,1992,Barcelona,Weightlifting,Weightlifting Men's Featherweight,No medal
Mourad Malaoui,M,Algeria,ALG,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,No medal
Hocine Soltani,M,Algeria,ALG,1992,Barcelona,Boxing,Boxing Men's Featherweight,Bronze
Salima (-dahmani),F,Algeria,ALG,1992,Barcelona,Judo,Judo Women's Extra-Lightweight,No medal
