Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Abdul Ghafoor,M,Afghanistan,AFG,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal
Abdul Wasiqi,M,Afghanistan,AFG,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal
Sergio Murray,M,Netherlands Antilles,AHO,1996,Atlanta,Judo,Judo Men's Middleweight,No medal
Paul Dielemans,M,Netherlands Antilles,AHO,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal
Howard Hinds,M,Netherlands Antilles,AHO,1996,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,No medal
Constantino Saragoza,M,Netherlands Antilles,AHO,1996,Atlanta,Sailing,Sailing Men's Windsurfer,No medal
Ellsworth Manuel,M,Netherlands Antilles,AHO,1996,Atlanta,Athletics,Athletics Men's Long Jump,No medal
Michel Daou,M,Netherlands Antilles,AHO,1996,Atlanta,Shooting,Shooting Men's Double Trap,No medal
Michel Daou,M,Netherlands Antilles,AHO,1996,Atlanta,Shooting,Shooting Men's Trap,No medal
Ilirjan Suli,M,Albania,ALB,1996,Atlanta,Weightlifting,Weightlifting Men's Middleweight,No medal
Mirela Maniani-tzelili,F,Albania,ALB,1996,Atlanta,Athletics,Athletics Women's Javelin Throw,No medal
Vera (bregu-),F,Albania,ALB,1996,Atlanta,Athletics,Athletics Women's Triple Jump,No medal
Besnik Musaj,M,Albania,ALB,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
Enkelejda -bekurti),F,Albania,ALB,1996,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Djana Mata,F,Albania,ALB,1996,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Djana Mata,F,Albania,ALB,1996,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Enkelejda -bekurti),F,Albania,ALB,1996,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Shkelqim Troplini,M,Albania,ALB,1996,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
Ben Beghouach,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Noureddine Madjhoud,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Featherweight,No medal
Achour Hasni,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Mohamed Bahari,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Middleweight,Bronze
Assa Aout,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 5,000 metres",No medal
Karim El-mahouab,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Samia Hireche,F,Algeria,ALG,1996,Atlanta,Rowing,Rowing Women's Single Sculls,No medal
Adem Hecini,M,Algeria,ALG,1996,Atlanta,Athletics,Athletics Men's 800 metres,No medal
Azzedine Basbas,M,Algeria,ALG,1996,Atlanta,Weightlifting,Weightlifting Men's Featherweight,No medal
Amar Hecini,M,Algeria,ALG,1996,Atlanta,Athletics,Athletics Men's 400 metres,No medal
Nabil Rouabhi,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Hocine Soltani,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Lightweight,Gold
Mohamed Allalou,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Light-Welterweight,No medal
Sofiane Lamali,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Kamel Larbi,M,Algeria,ALG,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal
Salima (-dahmani),F,Algeria,ALG,1996,Atlanta,Judo,Judo Women's Extra-Lightweight,No medal
Amar Daoud,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Ahmed Krama,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 1,500 metres",No medal
Mehdi Assous,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Flyweight,No medal
Abdel Loukil,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Redouane Aouachria,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Redouane Sadi,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Sofiane Khalfallah,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Ferial Salhi,F,Algeria,ALG,1996,Atlanta,Fencing,"Fencing Women's Foil, Individual",No medal
Salim Iles,M,Algeria,ALG,1996,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,No medal
Salim Iles,M,Algeria,ALG,1996,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,No medal
Salim Iles,M,Algeria,ALG,1996,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,No medal
Lyes Cherifi,M,Algeria,ALG,1996,Atlanta,Judo,Judo Men's Half-Middleweight,No medal
Noureddine Morceli,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 1,500 metres",Gold
Abdel Yahiaoui,M,Algeria,ALG,1996,Atlanta,Weightlifting,Weightlifting Men's Lightweight,No medal
Salim Nedjel-hammou,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Raouf Al-bernaoui,M,Algeria,ALG,1996,Atlanta,Fencing,"Fencing Men's Sabre, Individual",No medal
Fouad Bouzenada,M,Algeria,ALG,1996,Atlanta,Weightlifting,Weightlifting Men's Featherweight,No medal
Mohamed Bouziane,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Rabah Gherbi,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Mahmoud Bouanik,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Abdel Bouanani,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Youssef Bouguerra,M,Algeria,ALG,1996,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal
Omar Kedjaouer,M,Algeria,ALG,1996,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Abdel Boulehia,M,Algeria,ALG,1996,Atlanta,Boxing,Boxing Men's Bantamweight,No medal
Hassiba Boulmerka,F,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Women's 1,500 metres",No medal
Lynda Mekzine,F,Algeria,ALG,1996,Atlanta,Judo,Judo Women's Half-Lightweight,No medal
Rda Benzine,M,Algeria,ALG,1996,Atlanta,Athletics,"Athletics Men's 5,000 metres",No medal
Amar Meridja,M,Algeria,ALG,1996,Atlanta,Judo,Judo Men's Extra-Lightweight,No medal
Nouria Mrah-benida,F,Algeria,ALG,1996,Atlanta,Athletics,Athletics Women's 800 metres,No medal
Abdel Harkat,M,Algeria,ALG,1996,Atlanta,Judo,Judo Men's Lightweight,No medal
Salim Abes,M,Algeria,ALG,1996,Atlanta,Handball,Handball Men's Handball,No medal
Meritxell Gonzlez,F,Andorra,AND,1996,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Joan Marti,M,Andorra,AND,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,No medal
Fiona Porta,F,Andorra,AND,1996,Atlanta,Sailing,Sailing Women's Windsurfer,No medal
David Borra,M,Andorra,AND,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,No medal
Oscar Borra,M,Andorra,AND,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,No medal
Antonio Planas,M,Andorra,AND,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal
Antoni Oviedo,M,Andorra,AND,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal
Gerard Duedra,M,Andorra,AND,1996,Atlanta,Shooting,Shooting Men's Trap,No medal
Guilhermina Cruz,F,Angola,ANG,1996,Atlanta,Athletics,Athletics Women's 400 metres,No medal
Guilhermina Cruz,F,Angola,ANG,1996,Atlanta,Athletics,Athletics Women's 200 metres,No medal
Benjamim Romano,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
David Dias,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Honorato Trosso,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Ndia Cruz,F,Angola,ANG,1996,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Ndia Cruz,F,Angola,ANG,1996,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,No medal
Joo N'tyamba,M,Angola,ANG,1996,Atlanta,Athletics,"Athletics Men's 1,500 metres",No medal
Mria Eduardo,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Lia Paulo,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Maura Faial,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Elisa Webba-torres,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Elisa Peres,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Palmira Almeida,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Aa Joaquim,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Justino Victoriano,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Edmar Victoriano,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
ngelo Victoriano,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Benjamim Ucuahamba,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Herlander Coimbra,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Domingas Cordeiro,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Victor Carvalho,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Anica Neto,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Filomena Trindade,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Maria Gonalves,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Luzia Bizerra,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Paulo Morais,M,Angola,ANG,1996,Atlanta,Shooting,Shooting Men's Trap,No medal
Justina Praa,F,Angola,ANG,1996,Atlanta,Handball,Handball Women's Handball,No medal
Jos Guimares,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Anbal Moreira,M,Angola,ANG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Charmaine Thomas,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Mitchell Browne,M,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Dine Potter,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Dine Potter,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Charmaine Thomas,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Karl James,M,Antigua and Barbuda,ANT,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal
Heather Samuel,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Heather Samuel,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Heather Samuel,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 200 metres,No medal
Michael Terry,M,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Heather Samuel,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 100 metres,No medal
Rory Gonsalves,M,Antigua and Barbuda,ANT,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal
N'Kosie Barnes,M,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Pieter Lehrer,M,Antigua and Barbuda,ANT,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Jacob Lehrer,M,Antigua and Barbuda,ANT,1996,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",No medal
Heidi Lehrer,F,Antigua and Barbuda,ANT,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal
Howard Lindsay,M,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Sonia Williams,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Sonia Williams,F,Antigua and Barbuda,ANT,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Diego Chiodo,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Mara Pereyra,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal
Luis Villar,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Ariel Ortega,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Hernn Leguizamn,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Santiago Lpez,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Paula Biagetti,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Sebastin Jabif,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Carlos Retegui,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Mara Pereyra,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,No medal
Mara Pereyra,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,No medal
Mara Pereyra,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Jorge Enrquez,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Ins Gorrochategui,F,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,No medal
Pablo Pereira,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Diego Osella,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Griselda Santillo,F,Argentina,ARG,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal
Liliana Martinelli,F,Argentina,ARG,1996,Atlanta,Athletics,Athletics Women's Discus Throw,No medal
Pablo Elisii,M,Argentina,ARG,1996,Atlanta,Judo,Judo Men's Middleweight,No medal
Vanina Oneto,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Guillermo Saputo,M,Argentina,ARG,1996,Atlanta,Boxing,Boxing Men's Welterweight,No medal
Jorge Elgueta,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Mariana Gulla,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Marcelo Virginio,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Esteban Prez,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Jorge Lencina,M,Argentina,ARG,1996,Atlanta,Judo,Judo Men's Extra-Lightweight,No medal
Gabriel Lemme,M,Argentina,ARG,1996,Atlanta,Weightlifting,Weightlifting Men's Lightweight,No medal
Walter Prez,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Walter Prez,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Guillermo Martnez,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Eduardo Martnez,M,Argentina,ARG,1996,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,No medal
Jorgelina Puig,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Marta Orellana,F,Argentina,ARG,1996,Atlanta,Athletics,Athletics Women's 800 metres,No medal
Christian Bassedas,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Rodolfo Gentile,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Carlos Pages,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Quadruple Sculls,No medal
Edgardo Rugna,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Mara Labat,F,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,No medal
Matas Almeyda,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Rubn Pegorn,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
Carlos Gats,M,Argentina,ARG,1996,Atlanta,Athletics,Athletics Men's 200 metres,No medal
Carlos Gats,M,Argentina,ARG,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal
Mariano Kowalczyk,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Coxless Fours,No medal
Andrs Alfieri,M,Argentina,ARG,1996,Atlanta,Athletics,Athletics Men's Hammer Throw,No medal
Daniel Farabello,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Rings,No medal
Marcelo Palacio,M,Argentina,ARG,1996,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Latauro Chvez,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal
Rodolfo Schefelis,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Carlos Weber,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Mara Garisoain,F,Argentina,ARG,1996,Atlanta,Rowing,Rowing Women's Double Sculls,No medal
Carlos Palavecino,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Coxless Pairs,No medal
Alejandro Bender,M,Argentina,ARG,1996,Atlanta,Judo,Judo Men's Half-Heavyweight,No medal
Julieta Ramrez,F,Argentina,ARG,1996,Atlanta,Rowing,Rowing Women's Coxless Pairs,No medal
Sebastin Alquati,M,Argentina,ARG,1996,Atlanta,Judo,Judo Men's Lightweight,No medal
Alejandra Carbone,F,Argentina,ARG,1996,Atlanta,Fencing,"Fencing Women's Foil, Team",No medal
Sandra Monica,F,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal
Dolores Amaya,F,Argentina,ARG,1996,Atlanta,Rowing,Rowing Women's Double Sculls,No medal
Serena Amato,F,Argentina,ARG,1996,Atlanta,Sailing,Sailing Women's One Person Dinghy,No medal
Paula Reinoso,F,Argentina,ARG,1996,Atlanta,Sailing,Sailing Women's Two Person Dinghy,No medal
Alejandra Carbone,F,Argentina,ARG,1996,Atlanta,Fencing,"Fencing Women's Foil, Individual",No medal
Gabriel Curuchet,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Juan Curuchet,M,Argentina,ARG,1996,Atlanta,Cycling,Cycling Men's Points Race,No medal
Hctor Fuentes,M,Argentina,ARG,1996,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",No medal
Hctor Fuentes,M,Argentina,ARG,1996,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Gastn Etlis,M,Argentina,ARG,1996,Atlanta,Tennis,Tennis Men's Singles,No medal
Valeria Lvarez,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,No medal
Valeria Lvarez,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,No medal
Valeria Lvarez,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal
Valeria Lvarez,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,No medal
Mariano Sosa,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Coxless Fours,No medal
Carlos Lorenzo,M,Argentina,ARG,1996,Atlanta,Sailing,Sailing Men's Windsurfer,Silver
Juan Vanotti,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Valeria Lvarez,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Santiago Roberti,M,Argentina,ARG,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,No medal
Alicia Barrancos,F,Argentina,ARG,1996,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,No medal
ngel Ricardo,M,Argentina,ARG,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
ngel Ricardo,M,Argentina,ARG,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Abelardo Sztrum,M,Argentina,ARG,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Abelardo Sztrum,M,Argentina,ARG,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Amelia Fournel,F,Argentina,ARG,1996,Atlanta,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Gustavo Pablo,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Guillermo Jr.,M,Argentina,ARG,1996,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,No medal
Vernica Cartier,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Lus Lobo,M,Argentina,ARG,1996,Atlanta,Tennis,Tennis Men's Doubles,No medal
Gustavo Artacho,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's Road Race, Individual",No medal
Fabricio Oberto,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Claudio Paulocci,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Sofa Mackenzie,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Jorge Etulain,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Pablo Etulain,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Martn Conde,M,Argentina,ARG,1996,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,No medal
Rubn Wolkowyski,M,Argentina,ARG,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Andrea Vila,F,Argentina,ARG,1996,Atlanta,Athletics,Athletics Women's Long Jump,No medal
ngel Anacoreto,M,Argentina,ARG,1996,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
Ricardo Fernndez,M,Argentina,ARG,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Ricardo Fernndez,M,Argentina,ARG,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Javier Maggi,M,Argentina,ARG,1996,Atlanta,Tennis,Tennis Men's Singles,No medal
Javier Maggi,M,Argentina,ARG,1996,Atlanta,Tennis,Tennis Men's Doubles,No medal
Roberto Ayala,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
Guillermo Romano,M,Argentina,ARG,1996,Atlanta,Rowing,Rowing Men's Quadruple Sculls,No medal
Orlando Granja,M,Argentina,ARG,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal
Gabriela Sabatini,F,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Singles,No medal
Gabriela Sabatini,F,Argentina,ARG,1996,Atlanta,Tennis,Tennis Women's Doubles,No medal
Leandro Coll,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Diego Cnepa,M,Argentina,ARG,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Leandro Marchetti,M,Argentina,ARG,1996,Atlanta,Fencing,"Fencing Men's Foil, Individual",No medal
Eduardo Rodrguez,M,Argentina,ARG,1996,Atlanta,Volleyball,Volleyball Men's Volleyball,No medal
Martn Castells,M,Argentina,ARG,1996,Atlanta,Sailing,Sailing Men's Two Person Dinghy,No medal
Sergio Mangn,M,Argentina,ARG,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Juan Mera,M,Argentina,ARG,1996,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",No medal
Alejandro Horan,M,Argentina,ARG,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Gabriela Grossi,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Ayeln Puche,F,Argentina,ARG,1996,Atlanta,Hockey,Hockey Women's Hockey,No medal
Hernn Crespo,M,Argentina,ARG,1996,Atlanta,Football,Football Men's Football,Silver
