Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Nour Sayed,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Shakar Shakar,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Faiz Khakshar,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Mohammad Ebrahimi,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
Wahid Zaid,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Nour Noor,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal
Djan-Aka Djan,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Mohammad Anwary,M,Afghanistan,AFG,1964,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
Hector Curiel,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,No medal
Rudolf Sofia,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Lightweight,No medal
Fortunato Rijna,M,Netherlands Antilles,AHO,1964,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,No medal
Jan Prins,M,Netherlands Antilles,AHO,1964,Tokyo,Fencing,"Fencing Men's Sabre, Individual",No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Rings,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Mohamed Lazhari,M,Algeria,ALG,1964,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Carlos Pizzini,M,Argentina,ARG,1964,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,No medal
