Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Rabani Ghulam,M,Afghanistan,AFG,1980,Moskva,Boxing,Boxing Men's Lightweight,No medal
Ahmadjan Khasan,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Mohammad Halilula,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
Khojawahid Zahedi,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Ahmad Nesar,M,Afghanistan,AFG,1980,Moskva,Boxing,Boxing Men's Bantamweight,No medal
Ibrahim Shudzandin,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
Sakhidad Hamidi,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Esmail Mohammad,M,Afghanistan,AFG,1980,Moskva,Boxing,Boxing Men's Featherweight,No medal
Ghulam Sanay,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Mohammad Aktar,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",No medal
Mohammad Aynutdin,M,Afghanistan,AFG,1980,Moskva,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Abdel Mada,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 10,000 metres",No medal
Abdel Mada,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's Marathon,No medal
Rabah Madjer,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Lakhdar Belloumi,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Mohamed Machou,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Othmane Belfaa,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's High Jump,No medal
Boualem Alouane,M,Algeria,ALG,1980,Moskva,Boxing,Boxing Men's Light-Welterweight,No medal
Kamel Hebri,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Abdel Bakir,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Bouzid Mahiouz,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Ahmed Tarbi,M,Algeria,ALG,1980,Moskva,Weightlifting,Weightlifting Men's Bantamweight,No medal
Berkane Adda,M,Algeria,ALG,1980,Moskva,Judo,Judo Men's Half-Middleweight,No medal
Mourad Amara,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Mohamed Kheddis,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Saleh Larbes,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Mehdi Aidet,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal
Mehdi Aidet,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's 800 metres,No medal
Sad Admane,M,Algeria,ALG,1980,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Ali Akacha,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Abderrahmane Derouaz,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Abdel Slimani,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Salah Assad,M,Algeria,ALG,1980,Moskva,Football,Football Men's Football,No medal
Lahcen Babaci,M,Algeria,ALG,1980,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Omar Azzeb,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Abdel Sahil,M,Algeria,ALG,1980,Moskva,Athletics,Athletics Men's High Jump,No medal
Ahcen Djeffal,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
