Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Corrie Gardner,M,Australia,AUS,1904,St. Louis,Athletics,Athletics Men's Long Jump,No medal
Corrie Gardner,M,Australia,AUS,1904,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,No medal
Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's One Mile Freestyle,Bronze
Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,Silver
Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Silver
Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 220 yard Freestyle,Silver
Otto Wahle,M,Austria,AUT,1904,St. Louis,Swimming,Swimming Men's One Mile Freestyle,No medal
Otto Wahle,M,Austria,AUT,1904,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,No medal
Otto Wahle,M,Austria,AUT,1904,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Bronze
Julius Lenhart,M,"Philadelphia Turngemeinde, Philadelphia",AUT,1904,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
Julius Lenhart,M,Austria,AUT,1904,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",Silver
Julius Lenhart,M,Austria,AUT,1904,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",No medal
Julius Lenhart,M,Austria,AUT,1904,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Donald Mackenzie,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
Arthur Bailey,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
George Cloutier,M,Winnipeg Shamrocks-1,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Albert Austin,M,Canada,CAN,1904,St. Louis,Golf,Golf Men's Individual,No medal
Albert Austin,M,Canada,CAN,1904,St. Louis,Golf,Golf Men's Individual,No medal
Thomas Loudon,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
George Ducker,M,Galt Football Club,CAN,1904,St. Louis,Football,Football Men's Football,Gold
George Lyon,M,Canada,CAN,1904,St. Louis,Golf,Golf Men's Individual,Gold
Hilliard Lyle,M,Winnipeg Shamrocks-1,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Peter Deer,M,Canada,CAN,1904,St. Louis,Athletics,"Athletics Men's 1,500 metres",No medal
Peter Deer,M,Canada,CAN,1904,St. Louis,Athletics,Athletics Men's 800 metres,No medal
Joseph-tienne (birtz-),M,Canada,CAN,1904,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold
Robert Kerr,M,Canada,CAN,1904,St. Louis,Athletics,Athletics Men's 60 metres,No medal
Robert Kerr,M,Canada,CAN,1904,St. Louis,Athletics,Athletics Men's 100 metres,No medal
Robert Kerr,M,Canada,CAN,1904,St. Louis,Athletics,Athletics Men's 200 metres,No medal
Frederick Steep,M,Galt Football Club,CAN,1904,St. Louis,Football,Football Men's Football,Gold
Spotted Tail,M,Mohawk Indians-2,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Bronze
Albert Linton,M,Galt Football Club,CAN,1904,St. Louis,Football,Football Men's Football,Gold
George Strange,M,Toronto Argonauts,CAN,1904,St. Louis,Rowing,Rowing Men's Coxed Eights,Silver
Alexander Cowan,M,Winnipeg Shamrocks-1,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Gold
Lightfoot,M,Mohawk Indians-2,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Bronze
Almighty Voice,M,Mohawk Indians-2,CAN,1904,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Bronze
