Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Masoud Azizi,M,Afghanistan,AFG,2008,Beijing,Athletics,Athletics Men's 100 metres,No medal
Robina Yaar,F,Afghanistan,AFG,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal
Nesar Bahawi,M,Afghanistan,AFG,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight,No medal
Rohullah Nikpai,M,Afghanistan,AFG,2008,Beijing,Taekwondo,Taekwondo Men's Flyweight,Bronze
Philip Elhage,M,Netherlands Antilles,AHO,2008,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Churandy Martina,M,Netherlands Antilles,AHO,2008,Beijing,Athletics,Athletics Men's 100 metres,No medal
Churandy Martina,M,Netherlands Antilles,AHO,2008,Beijing,Athletics,Athletics Men's 200 metres,No medal
Rodion Davelaar,M,Netherlands Antilles,AHO,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,No medal
Dorian Ollaku,M,Albania,ALB,2008,Beijing,Athletics,Athletics Men's Hammer Throw,No medal
Klodiana Shala,F,Albania,ALB,2008,Beijing,Athletics,Athletics Women's 400 metres,No medal
Sahit Prizreni,M,Albania,ALB,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Erkand Qerimaj,M,Albania,ALB,2008,Beijing,Weightlifting,Weightlifting Men's Middleweight,No medal
Sidni Hoxha,M,Albania,ALB,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,No medal
Elis Guri,M,Albania,ALB,2008,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
Gerti Trasha,M,Albania,ALB,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,No medal
Lindita Kodra,F,Albania,ALB,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Lindita Kodra,F,Albania,ALB,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Romela Begaj,F,Albania,ALB,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,No medal
Rovena Marku,F,Albania,ALB,2008,Beijing,Swimming,Swimming Women's 50 metres Freestyle,No medal
Edmond Topalli,M,Albania,ALB,2008,Beijing,Judo,Judo Men's Half-Middleweight,No medal
Narimne Madani,F,Algeria,ALG,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
Nabil Madi,M,Algeria,ALG,2008,Beijing,Athletics,Athletics Men's 800 metres,No medal
Omar Rebahi,M,Algeria,ALG,2008,Beijing,Judo,Judo Men's Extra-Lightweight,No medal
Nadjim Manseur,M,Algeria,ALG,2008,Beijing,Athletics,Athletics Men's 800 metres,No medal
Nawal Mansouri,F,Algeria,ALG,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
Rabia Makhloufi,M,Algeria,ALG,2008,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Lila Latrous,F,Algeria,ALG,2008,Beijing,Judo,Judo Women's Lightweight,No medal
Anissa (-nassonenko),F,Algeria,ALG,2008,Beijing,Fencing,"Fencing Women's Foil, Individual",No medal
Leila Lassouani,F,Algeria,ALG,2008,Beijing,Weightlifting,Weightlifting Women's Middleweight,No medal
Nabil Lasmari,M,Algeria,ALG,2008,Beijing,Badminton,Badminton Men's Singles,No medal
Mohamed Ameur,M,Algeria,ALG,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,No medal
Mohamed Serir,M,Algeria,ALG,2008,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal
Souad (-mahour-bacha),F,Algeria,ALG,2008,Beijing,Athletics,Athletics Women's Marathon,No medal
Kamel Daoud,M,Algeria,ALG,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Tassadit Assou,F,Algeria,ALG,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
Idir Khourta,M,Algeria,ALG,2008,Beijing,Table Tennis,Table Tennis Men's Singles,No medal
Hamza Kramou,M,Algeria,ALG,2008,Beijing,Boxing,Boxing Men's Lightweight,No medal
Sofiane Daid,M,Algeria,ALG,2008,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Sofiane Daid,M,Algeria,ALG,2008,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Hassane Azzoun,M,Algeria,ALG,2008,Beijing,Judo,Judo Men's Half-Heavyweight,No medal
Chaouki Dries,M,Algeria,ALG,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Raouya Rouabhia,F,Algeria,ALG,2008,Beijing,Volleyball,Volleyball Women's Volleyball,No medal
Salim Iles,M,Algeria,ALG,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,No medal
Kahina Saidi,F,Algeria,ALG,2008,Beijing,Judo,Judo Women's Half-Middleweight,No medal
