Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Mohammad Bakhshi,M,Afghanistan,AFG,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,No medal
Kamia Yousufi,F,Afghanistan,AFG,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
Abdul Zahiri,M,Afghanistan,AFG,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal
Sidni Hoxha,M,Albania,ALB,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,No medal
Nikol Merizaj,F,Albania,ALB,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,No medal
Evagjelia Veli,F,Albania,ALB,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,No medal
Luiza Gega,F,Albania,ALB,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
Izmir Smajlaj,M,Albania,ALB,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,No medal
Briken Calja,M,Albania,ALB,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,No medal
Miloud Rebiai,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Imne Sahraoui,F,Algeria,ALG,2016,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,No medal
Youcef Reguigui,M,Algeria,ALG,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal
Bilal Tabti,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Haris Belkebla,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Katia Belabbas,F,Algeria,ALG,2016,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,No medal
Mohammed Belferar,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,No medal
Mohammed Tayeb,M,Algeria,ALG,2016,Rio de Janeiro,Judo,Judo Men's Heavyweight,No medal
Yassine Hethat,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,No medal
Abderrahmane Mansouri,M,Algeria,ALG,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",No medal
Bouchra Hirech,F,Algeria,ALG,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal
Taoufik Makhloufi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver
Taoufik Makhloufi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver
Ali Massaoudi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Abdelmalik Lahoulou,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal
El-Hadi Laameche,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal
Anissa (-nassonenko),F,Algeria,ALG,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",No medal
Oussama Darfalou,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Rachid Atmane,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Abdelghani Demmou,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Hamid Sints,M,Algeria,ALG,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",No medal
Souad (-mahour-bacha),F,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal
Kenza Dahmani,F,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal
Hakim Sadi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,No medal
Sonia Asselah,F,Algeria,ALG,2016,Rio de Janeiro,Judo,Judo Women's Heavyweight,No medal
Amina Rouba,F,Algeria,ALG,2016,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,No medal
Zakaria Draoui,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Oussama Sahnoune,M,Algeria,ALG,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,No medal
Oussama Sahnoune,M,Algeria,ALG,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,No medal
Ayoub Abdellaoui,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Houd Zourdani,M,Algeria,ALG,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,No medal
Ryad Keniche,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Mohamed Flissi,M,Algeria,ALG,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,No medal
Farid Chaal,M,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,No medal
Abdelkader Chadi,M,Algeria,ALG,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,No medal
Hemza Haloui,M,Algeria,ALG,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
