Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Malcolm Champion,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,No medal
Wilhelmina Wylie,F,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Silver
Harry Ross-soden,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Claude Ross,M,Australasia,ANZ,1912,Stockholm,Athletics,Athletics Men's 400 metres,No medal
William Longworth,M,Australasia,ANZ,1912,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
William Longworth,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
Stuart Poulter,M,Australasia,ANZ,1912,Stockholm,Athletics,Athletics Men's Marathon,No medal
George Hill,M,Australasia,ANZ,1912,Stockholm,Athletics,"Athletics Men's 10,000 metres",No medal
George Hill,M,Australasia,ANZ,1912,Stockholm,Athletics,"Athletics Men's 5,000 metres",No medal
Cecil Mcvilly,M,Australasia,ANZ,1912,Stockholm,Rowing,Rowing Men's Single Sculls,No medal
Sarah (-gately),F,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Gold
Robert Waley,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Malcolm Champion,M,Australasia,ANZ,1912,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Malcolm Champion,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Henry Hauenstein,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Leslie Boardman,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Leslie Boardman,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
Roger Fitzhardinge,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Hugh Ward,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Frank Schryver,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,No medal
William Stewart,M,Australasia,ANZ,1912,Stockholm,Athletics,Athletics Men's 200 metres,No medal
William Stewart,M,Australasia,ANZ,1912,Stockholm,Athletics,Athletics Men's 100 metres,No medal
Simon Fraser,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Theodore Tartakover,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,No medal
Theodore Tartakover,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
John Ryrie,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
William Murray,M,Australasia,ANZ,1912,Stockholm,Athletics,Athletics Men's 10 kilometres Walk,No medal
Frank Schryver,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
Sydney Middleton,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Thomas Parker,M,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Anthony Wilding,M,Australasia,ANZ,1912,Stockholm,Tennis,"Tennis Men's Singles, Covered Courts",Bronze
Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,Bronze
Cecil Healy,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Cecil Healy,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,Silver
Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
Cecil Healy,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,No medal
Richard Verderber,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
Richard Verderber,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Foil, Individual",Bronze
Zeno Singalewicz,M,Austria,AUT,1912,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,No medal
Franz Schuh,M,Austria,AUT,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,No medal
Franz Schuh,M,Austria,AUT,1912,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Johann Trestler,M,Austria,AUT,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",No medal
Josef Wastl,M,Austria,AUT,1912,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,No medal
Josef Wastl,M,Austria,AUT,1912,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Bernhard Graubart,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Reinhold Trampler,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Foil, Individual",No medal
Reinhold Trampler,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
Ludwig Salm-hoogstraeten,M,Austria,AUT,1912,Stockholm,Tennis,Tennis Men's Singles,No medal
Robert Merz,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Alois Totuschek,M,Austria,AUT,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",No medal
Fritz Krombholz,M,"R.-V. Germania, Leitmeritz",AUT,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal
Gustav Krojer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Pentathlon,No medal
Gustav Krojer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Javelin Throw,No medal
Franz Weber,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Gustav Krojer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Triple Jump,No medal
Gustav Krojer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Georg Krder,M,"R.-V. Germania, Leitmeritz",AUT,1912,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",No medal
Felix Kwieton,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Marathon,No medal
Wadysaw Ponurski,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's 400 metres,No medal
Margarete Adler,F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,No medal
Margarete Adler,F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Andreas Suttner,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Foil, Individual",No medal
Andreas Suttner,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
Wadysaw Ponurski,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's 200 metres,No medal
Fritz Piepes,M,Austria,AUT,1912,Stockholm,Tennis,Tennis Men's Singles,No medal
Ladislaus Kurpiel,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Adolf Jr.,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Adolf Jr.,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres",No medal
Fritz Piepes,M,Austria,AUT,1912,Stockholm,Tennis,Tennis Men's Doubles,Silver
Ernst Kovcs,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal
Otto Noll,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
August Blaha,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Ludwig Hussak,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Josef Kaltenbrunner,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Leopold Grundwald,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Robert Rammer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal
Peter Paternelli,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",No medal
Robert Rammer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal
Peter Paternelli,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",No medal
Fritz Fleischer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's 100 metres,No medal
Rudolf Kramer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal
Rudolf Kramer,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal
Fritz Fleischer,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's 200 metres,No medal
Ernst Schillingfrst,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Individual",No medal
Rudolf Buchfelder,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal
Hermann Buchfelder,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal
Johann Dulnig,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",No medal
Johann Dulnig,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",No medal
Karl Hack,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Marathon,No medal
Alois Mller,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Arthur Zborzil,M,Austria,AUT,1912,Stockholm,Tennis,Tennis Men's Doubles,Silver
Arthur Zborzil,M,Austria,AUT,1912,Stockholm,Tennis,Tennis Men's Singles,No medal
Alois Wacha,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal
Arthur Ronse,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's epee, Individual",No medal
Karl Mnich,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Individual",No medal
Josef Wagner,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal
Alois Wacha,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Individual",No medal
Berta (-blaha),F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,No medal
Klara (-durst),F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,No medal
Klara (-durst),F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Berta (-blaha),F,Austria,AUT,1912,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Albert Bgathy,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
Albert Bgathy,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Individual",No medal
Edmond Bernhardt,M,Austria,AUT,1912,Stockholm,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Edmond Bernhardt,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Edmond Bernhardt,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres",No medal
Johann Studnicka,M,Austria,AUT,1912,Stockholm,Football,Football Men's Football,No medal
Franz Dereani,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Sabre, Individual",No medal
Franz Dereani,M,Austria,AUT,1912,Stockholm,Fencing,"Fencing Men's Foil, Individual",No medal
Hans Tronner,M,Austria,AUT,1912,Stockholm,Athletics,Athletics Men's Discus Throw,No medal
Adolf Michel,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",No medal
Adolf Michel,M,Austria,AUT,1912,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",No medal
Hans Tronner,M,Austria,AUT,1912,Stockholm,Athletics,"Athletics Men's Discus Throw, Both Hands",No medal
Adolf Kofler,M,Austria,AUT,1912,Stockholm,Cycling,"Cycling Men's Road Race, Team",No medal
