Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
G. Jagi,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Abdul Kharot,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Mohammad Kharot,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Mohammad Attai,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Gharzai,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Bakhteyar Mangal,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Abdul Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Ahmad Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Din Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Yar Barakzai,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Abdul Yusufzai,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Ahmad Yusufzai,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Yusufzai,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Abdul Assar,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Abdul Assar,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Abdul Azimi,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Khan Totakhail,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Afzal,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Abdul Tajik,M,Afghanistan,AFG,1948,London,Football,Football Men's Football,No medal
Ahmad Tajik,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Jahan Nuristani,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Mohammad Khogaini,M,Afghanistan,AFG,1948,London,Hockey,Hockey Men's Hockey,No medal
Abel Ortz,M,Argentina,ARG,1948,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",No medal
Roberto Anderson,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Leopoldo Briola,M,Argentina,ARG,1948,London,Weightlifting,Weightlifting Men's Heavyweight,No medal
Julio Curatella,M,Argentina,ARG,1948,London,Rowing,Rowing Men's Coxless Fours,No medal
Luis Gallagher,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Alfredo Gallagher,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Ricardo Hber,M,Argentina,ARG,1948,London,Athletics,Athletics Men's Javelin Throw,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Team All-Around,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horse Vault,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Francisco Carrere,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
Francisco Carrere,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Rings,No medal
Csar Bonoris,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Federico Guerrero,M,Argentina,ARG,1948,London,Swimming,Swimming Men's 100 metres Backstroke,No medal
Mario Mathieu,M,Argentina,ARG,1948,London,Cycling,"Cycling Men's Road Race, Team",No medal
Mario Mathieu,M,Argentina,ARG,1948,London,Cycling,"Cycling Men's Road Race, Individual",No medal
Antonio Ramognino,M,Argentina,ARG,1948,London,Fencing,"Fencing Men's epee, Individual",No medal
Antonio Ramognino,M,Argentina,ARG,1948,London,Fencing,"Fencing Men's epee, Team",No medal
Pascual Batista,M,Argentina,ARG,1948,London,Rowing,Rowing Men's Coxed Eights,No medal
Carlos Isaac,M,Argentina,ARG,1948,London,Athletics,Athletics Men's 100 metres,No medal
Carlos Isaac,M,Argentina,ARG,1948,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
talo Zanno,M,Argentina,ARG,1948,London,Rowing,Rowing Men's Coxed Fours,No medal
Ricardo Gonzlez,M,Argentina,ARG,1948,London,Basketball,Basketball Men's Basketball,No medal
Elsa Gombauch,F,Argentina,ARG,1948,London,Fencing,"Fencing Women's Foil, Individual",No medal
Eladio Herrera,M,Argentina,ARG,1948,London,Boxing,Boxing Men's Welterweight,No medal
Len Martinetti,M,Argentina,ARG,1948,London,Basketball,Basketball Men's Basketball,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Team All-Around,No medal
Horacio Siburu,M,Argentina,ARG,1948,London,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Liliana Gonzalias,F,Argentina,ARG,1948,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Liliana Gonzalias,F,Argentina,ARG,1948,London,Swimming,Swimming Women's 100 metres Backstroke,No medal
Rodolfo Bravo,M,Djinn,ARG,1948,London,Sailing,Sailing Mixed 6 metres,Silver
Beryl Marshall,F,Argentina,ARG,1948,London,Swimming,Swimming Women's 100 metres Backstroke,No medal
Roberto Mrquez,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Augusto Portugal,M,Argentina,ARG,1948,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horse Vault,No medal
Carlos Noceti,M,Argentina,ARG,1948,London,Rowing,Rowing Men's Coxed Fours,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Pascual Alonso,M,Argentina,ARG,1948,London,Boxing,Boxing Men's Flyweight,Gold
Oscar Cattneo,M,Argentina,ARG,1948,London,Basketball,Basketball Men's Basketball,No medal
Ral Saucedo,M,Argentina,ARG,1948,London,Fencing,"Fencing Men's epee, Individual",No medal
Ral Saucedo,M,Argentina,ARG,1948,London,Fencing,"Fencing Men's epee, Team",No medal
Antonio Ando,M,Argentina,ARG,1948,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Juan Brigo,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Horacio Guesalaga,M,Argentina,ARG,1948,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Horacio Guesalaga,M,Argentina,ARG,1948,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
Tranquilo Zironda,M,Argentina,ARG,1948,London,Rowing,Rowing Men's Single Sculls,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Rings,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Jorge Vidal,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Pascual Ludena,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Jumping, Individual",No medal
Justo Becerra,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Dressage, Individual",No medal
Justo Becerra,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Dressage, Team",No medal
Pascual Ludena,M,Argentina,ARG,1948,London,Equestrianism,"Equestrianism Men's Jumping, Team",No medal
Gerardo Koch,M,Argentina,ARG,1948,London,Athletics,Athletics Men's 200 metres,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horse Vault,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Rings,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Jorge Soler,M,Argentina,ARG,1948,London,Gymnastics,Gymnastics Men's Floor Exercise,No medal
