Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Shakar Shakar,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Mohammad Ebrahimi,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Ghulam Sideer,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Bantamweight, Freestyle",No medal
Mohammad Arref,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Ghulam Dastagir,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Ahmad Djan,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
Djan-Aka Djan,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Alam Mir,M,Afghanistan,AFG,1972,Munich,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal
Roberto Lindeborg,M,Netherlands Antilles,AHO,1972,Munich,Weightlifting,Weightlifting Men's Bantamweight,No medal
Eduardo Adriana,M,Netherlands Antilles,AHO,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Afrdita Tusha,F,Albania,ALB,1972,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Beqir Kosova,M,Albania,ALB,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Fatos Pilkati,M,Albania,ALB,1972,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Ismail Rama,M,Albania,ALB,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Ymer Pampuri,M,Albania,ALB,1972,Munich,Weightlifting,Weightlifting Men's Featherweight,No medal
Mohamed Kacemi,M,Algeria,ALG,1972,Munich,Athletics,"Athletics Men's 1,500 metres",No medal
Mohamed Djouadi,M,Algeria,ALG,1972,Munich,Athletics,Athletics Men's 800 metres,No medal
Mohamed Azzouzi,M,Algeria,ALG,1972,Munich,Athletics,"Athletics Men's 1,500 metres",No medal
Mohamed Azzouzi,M,Algeria,ALG,1972,Munich,Athletics,Athletics Men's 800 metres,No medal
Boualem Rahoui,M,Algeria,ALG,1972,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal
Boualem Rahoui,M,Algeria,ALG,1972,Munich,Athletics,"Athletics Men's 5,000 metres",No medal
Loucif Hamani,M,Algeria,ALG,1972,Munich,Boxing,Boxing Men's Light-Middleweight,No medal
Mario Ortz,M,Argentina,ARG,1972,Munich,Boxing,Boxing Men's Featherweight,No medal
Julio Cufre,M,Argentina,ARG,1972,Munich,Hockey,Hockey Men's Hockey,No medal
Gabriel Wade,M,Argentina,ARG,1972,Munich,Hockey,Hockey Men's Hockey,No medal
Carlos Reybaud,M,Argentina,ARG,1972,Munich,Cycling,Cycling Men's Sprint,No medal
Nestor Gonzlez,M,Argentina,ARG,1972,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Nestor Gonzlez,M,Argentina,ARG,1972,Munich,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal
Alfredo Martn,M,Argentina,ARG,1972,Munich,Rowing,Rowing Men's Coxed Eights,No medal
Silvia Borgini,F,Argentina,ARG,1972,Munich,Swimming,Swimming Women's 400 metres Individual Medley,No medal
Silvia Borgini,F,Argentina,ARG,1972,Munich,Swimming,Swimming Women's 800 metres Freestyle,No medal
Silvia Borgini,F,Argentina,ARG,1972,Munich,Swimming,Swimming Women's 200 metres Freestyle,No medal
Roberto Sokosoppi,M,Argentina,ARG,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",No medal
Firmo Buabud,M,Argentina,ARG,1972,Munich,Shooting,Shooting Mixed Skeet,No medal
Luis Barrionuevo,M,Argentina,ARG,1972,Munich,Athletics,Athletics Men's High Jump,No medal
Gustavo Gonzlez,M,Argentina,ARG,1972,Munich,Swimming,Swimming Men's 400 metres Freestyle,No medal
Gustavo Gonzlez,M,Argentina,ARG,1972,Munich,Swimming,Swimming Men's 100 metres Backstroke,No medal
Carlos Leyes,M,Argentina,ARG,1972,Munich,Boxing,Boxing Men's Light-Flyweight,No medal
Gustavo Gonzlez,M,Argentina,ARG,1972,Munich,Swimming,Swimming Men's 200 metres Backstroke,No medal
Gustavo Gonzlez,M,Argentina,ARG,1972,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Miguel Cuello,M,Argentina,ARG,1972,Munich,Boxing,Boxing Men's Light-Heavyweight,No medal
Guillermo Daz,M,Argentina,ARG,1972,Munich,Fencing,"Fencing Men's Sabre, Individual",No medal
Guillermo Daz,M,Argentina,ARG,1972,Munich,Fencing,"Fencing Men's epee, Team",No medal
Guillermo Daz,M,Argentina,ARG,1972,Munich,Fencing,"Fencing Men's Foil, Individual",No medal
Guillermo Daz,M,Argentina,ARG,1972,Munich,Fencing,"Fencing Men's epee, Individual",No medal
Armando Mazzara,M,Argentina,ARG,1972,Munich,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Armando Mazzara,M,Argentina,ARG,1972,Munich,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Nelson Torno,M,Argentina,ARG,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Ismael Torres,M,Argentina,ARG,1972,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Jorge Flia,M,Argentina,ARG,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal
Oscar Andrs,M,Argentina,ARG,1972,Munich,Rowing,Rowing Men's Coxless Fours,No medal
Fernando Amador,M,Argentina,ARG,1972,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
Ovidio Sodor,M,Argentina,ARG,1972,Munich,Hockey,Hockey Men's Hockey,No medal
Hugo Aberastegui,M,Argentina,ARG,1972,Munich,Rowing,Rowing Men's Coxed Eights,No medal
Gerardo Juregui,M,Argentina,ARG,1972,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",No medal
Gerardo Juregui,M,Argentina,ARG,1972,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",No medal
Ral Mazerati,M,Argentina,ARG,1972,Munich,Rowing,Rowing Men's Coxed Pairs,No medal
Ral Mazerati,M,Argentina,ARG,1972,Munich,Rowing,Rowing Men's Coxed Eights,No medal
