Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Sayed Atta,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Mohammad Khan,M,Afghanistan,AFG,1936,Berlin,Athletics,Athletics Men's 100 metres,No medal
Abouwi Shah,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Mian Shah,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Zahir Al-zadah,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Mohammad Sultan,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Abdul Rahim,M,Afghanistan,AFG,1936,Berlin,Athletics,Athletics Men's Shot Put,No medal
Mohammad Asif,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Mohammad Khan,M,Afghanistan,AFG,1936,Berlin,Athletics,Athletics Men's Long Jump,No medal
Saadat Shazada,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Sayed Ayub,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Shuja Ud-din,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Jammal-ud-Din Affendi,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Sardar Wahib,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Sayed Babaci,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Hussain Fazal,M,Afghanistan,AFG,1936,Berlin,Hockey,Hockey Men's Hockey,No medal
Mario Sauze,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
Francisco Resiglione,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Light-Heavyweight,Bronze
Juan Munz,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 400 metres,No medal
Juan Munz,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 800 metres,No medal
Julio Curatella,M,Argentina,ARG,1936,Berlin,Rowing,Rowing Men's Coxless Pairs,Bronze
ngel Palacios,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Team",No medal
ngel Palacios,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Individual",No medal
Antonio Ramognino,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Antonio Ramognino,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Individual",No medal
Germn Lynch,M,Wiking,ARG,1936,Berlin,Sailing,Sailing Mixed 6 metres,No medal
Ral Saucedo,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Individual",No medal
Ral Saucedo,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Manuel Andrada,M,Argentina,ARG,1936,Berlin,Polo,Polo Men's Polo,Gold
Manuel Torrente,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Team",No medal
Alfredo Carlomagno,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Flyweight,No medal
Vicente Krause,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Sabre, Individual",No medal
Roberto Larraz,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Roberto Larraz,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Team",No medal
Roberto Larraz,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Individual",No medal
Ral Villarreal,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Middleweight,Bronze
Lorenzo Toledo,M,Argentina,ARG,1936,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal
Guillermo Grondona,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
Juan Sullivan,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Juan Sullivan,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 400 metres Hurdles,No medal
Juan Sullivan,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 110 metres Hurdles,No medal
Andrs Gazzotti,M,Argentina,ARG,1936,Berlin,Polo,Polo Men's Polo,Gold
Juan Ferrero,M,Argentina,ARG,1936,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Jeannette (-peper),F,Argentina,ARG,1936,Berlin,Swimming,Swimming Women's 100 metres Freestyle,Silver
Julio Hadler,M,Wiking,ARG,1936,Berlin,Sailing,Sailing Mixed 6 metres,No medal
Miguel Lonegro,M,Argentina,ARG,1936,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Pascual Giorgio,M,Argentina,ARG,1936,Berlin,Rowing,Rowing Men's Single Sculls,No medal
Guillermo Birnes,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Heavyweight,Silver
Edlef Hossmann,M,Wiking,ARG,1936,Berlin,Sailing,Sailing Mixed 6 metres,No medal
Hctor Lucchetti,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Team",No medal
Hctor Lucchetti,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Luis Lucchetti,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's Foil, Team",No medal
Luis Lucchetti,M,Argentina,ARG,1936,Berlin,Fencing,"Fencing Men's epee, Team",No medal
Luis Ham,M,Argentina,ARG,1936,Berlin,Polo,Polo Men's Polo,Gold
Antonio Fondevilla,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 200 metres,No medal
Antonio Fondevilla,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 100 metres,No medal
Luis Oliva,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's Marathon,No medal
Lidoro Oliver,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Lightweight,No medal
Antonio Sande,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Antonio Sande,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 100 metres,No medal
Guillermo Canciani,M,Argentina,ARG,1936,Berlin,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Rufino Newton,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
Ral Rodrguez,M,Argentina,ARG,1936,Berlin,Boxing,Boxing Men's Welterweight,No medal
Carlos Hofmeister,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 200 metres,No medal
Carlos Hofmeister,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Hiplito Elizalde,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
Carlos Levalle,M,Argentina,ARG,1936,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal
Jorge Linck,M,Wiking,ARG,1936,Berlin,Sailing,Sailing Mixed 6 metres,No medal
Rafael Iglesias,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
Roberto Hearne,M,Argentina,ARG,1936,Berlin,Polo,Polo Men's Polo,Gold
Luis Barreyro,M,Matrero II,ARG,1936,Berlin,Sailing,Sailing Mixed 8 metres,No medal
