Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Willys Heyliger,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Wilhelm Canword,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Guillermo Giribaldi,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Juan Briezen,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Wilfred Lanoi,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Pedro Matrona,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Guillermo Krips,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Adriaan Brokke,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Jorge Brion,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Edmundo Vlinder,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Ergilio Hato,M,Netherlands Antilles,AHO,1952,Helsinki,Football,Football Men's Football,No medal
Gladys (-mordini),F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Gladys (-mordini),F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's 200 metres,No medal
Carlos Villanueva,M,Argentina,ARG,1952,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",No medal
Gerardo Koch,M,Argentina,ARG,1952,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Luis Lafuente,M,Argentina,ARG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal
Gladys (-mordini),F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's Long Jump,No medal
Santiago Gochetti,M,Argentina,ARG,1952,Helsinki,Fencing,"Fencing Men's epee, Individual",No medal
Santiago Gochetti,M,Argentina,ARG,1952,Helsinki,Fencing,"Fencing Men's Foil, Team",No medal
Enrique Rettberg,M,Argentina,ARG,1952,Helsinki,Fencing,"Fencing Men's epee, Individual",No medal
Len Hejt,M,Argentina,ARG,1952,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Rings,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
Ricardo Hber,M,Argentina,ARG,1952,Helsinki,Athletics,Athletics Men's Javelin Throw,No medal
Csar Bonoris,M,Argentina,ARG,1952,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,No medal
Carlos Villanueva,M,Argentina,ARG,1952,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
Luis Ribera,M,Argentina,ARG,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Lilin Heinz,F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's 100 metres,No medal
Lilin Heinz,F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's 200 metres,No medal
Lilin Heinz,F,Argentina,ARG,1952,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Luis Ribera,M,Argentina,ARG,1952,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
Reinaldo Gorno,M,Argentina,ARG,1952,Helsinki,Athletics,Athletics Men's Marathon,Silver
Hctor Giuranovich,M,Argentina,ARG,1952,Helsinki,Boxing,Boxing Men's Middleweight,No medal
Ricardo Gonzlez,M,Argentina,ARG,1952,Helsinki,Basketball,Basketball Men's Basketball,No medal
Jos Sartor,M,Argentina,ARG,1952,Helsinki,Boxing,Boxing Men's Heavyweight,No medal
Elsa Gombauch,F,Argentina,ARG,1952,Helsinki,Fencing,"Fencing Women's Foil, Individual",No medal
Eladio Herrera,M,Argentina,ARG,1952,Helsinki,Boxing,Boxing Men's Light-Middleweight,Bronze
