Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Farzad Mansouri,M,Afghanistan,AFG,2020,Tokyo,Taekwondo,Men +80kg,No medal
Fahim Anwari,M,Afghanistan,AFG,2020,Tokyo,Swimming,Men's 50m Freestyle,No medal
Mahmood Noor,M,Afghanistan,AFG,2020,Tokyo,Athletics,Men's 100m,No medal
Mahdi Yovari,M,Afghanistan,AFG,2020,Tokyo,Shooting,10m Air Rifle Men,No medal
Kimia Yousofi,F,Afghanistan,AFG,2020,Tokyo,Athletics,Women's 100m,No medal
Izmir Smajlaj,M,Albania,ALB,2020,Tokyo,Athletics,Men's Long Jump,No medal
Briken Calja,M,Albania,ALB,2020,Tokyo,Weightlifting,Men's 73kg,No medal
Erkand Qerimaj,M,Albania,ALB,2020,Tokyo,Weightlifting,Men's 81kg,No medal
Luiza Gega,F,Albania,ALB,2020,Tokyo,Athletics,Women's 3000m Steeplechase,No medal
Matvei Petrov,M,Albania,ALB,2020,Tokyo,Artistic Gymnastics,Men's Pommel Horse,No medal
Manuela Delilaj,F,Albania,ALB,2020,Tokyo,Shooting,25m Pistol Women,No medal
Nikol Merizaj,F,Albania,ALB,2020,Tokyo,Swimming,Women's 50m Freestyle,No medal
Kledi Kadiu,M,Albania,ALB,2020,Tokyo,Swimming,Men's 100m Freestyle,No medal
Manuela Delilaj,F,Albania,ALB,2020,Tokyo,Shooting,10m Air Pistol Women,No medal
Indrit Cullhaj,M,Albania,ALB,2020,Tokyo,Judo,Men -66 kg,No medal
Mohammed Houmri,M,Algeria,ALG,2020,Tokyo,Boxing,Men's Light Heavy (75-81kg),No medal
Yassine Hethat,M,Algeria,ALG,2020,Tokyo,Athletics,Men's 800m,No medal
Mohamed Triki,M,Algeria,ALG,2020,Tokyo,Athletics,Men's Triple Jump,No medal
Salim Heroui,M,Algeria,ALG,2020,Tokyo,Fencing,Men's Foil Individual,No medal
Imane Khelif,F,Algeria,ALG,2020,Tokyo,Boxing,Women's Light (57-60kg),No medal
Meriem Mebarki,F,Algeria,ALG,2020,Tokyo,Fencing,Women's Foil Individual,No medal
Amel Melih,F,Algeria,ALG,2020,Tokyo,Swimming,Women's 50m Freestyle,No medal
Amel Melih,F,Algeria,ALG,2020,Tokyo,Swimming,Women's 100m Freestyle,No medal
Kaouther Mohamed,F,Algeria,ALG,2020,Tokyo,Fencing,Women's Sabre Individual,No medal
Younes Nemouchi,M,Algeria,ALG,2020,Tokyo,Boxing,Men's Middle (69-75kg),No medal
Fethi Nourine,M,Algeria,ALG,2020,Tokyo,Judo,Men -73 kg,No medal
Lamya Matoub,F,Algeria,ALG,2020,Tokyo,Karate,Women's Kumite +61kg,No medal
Abdelhak Kherbache,M,Algeria,ALG,2020,Tokyo,Wrestling,Men's Freestyle 57kg,No medal
Amira Kheris,F,Algeria,ALG,2020,Tokyo,Canoe Sprint,Women's Kayak Single 200m,No medal
Amira Kheris,F,Algeria,ALG,2020,Tokyo,Canoe Sprint,Women's Kayak Single 500m,No medal
Azzedine Lagab,M,Algeria,ALG,2020,Tokyo,Cycling Road,Men's Road Race,No medal
Azzedine Lagab,M,Algeria,ALG,2020,Tokyo,Cycling Road,Men's Individual Time Trial,No medal
Abdelmalik Lahoulou,M,Algeria,ALG,2020,Tokyo,Athletics,Men's 400m Hurdles,No medal
Bachir Sid,M,Algeria,ALG,2020,Tokyo,Wrestling,Men's Greco-Roman 87kg,No medal
Oussama Sahnoune,M,Algeria,ALG,2020,Tokyo,Swimming,Men's 100m Freestyle,No medal
Oussama Sahnoune,M,Algeria,ALG,2020,Tokyo,Swimming,Men's 50m Freestyle,No medal
Hamza Mansouri,M,Algeria,ALG,2020,Tokyo,Cycling Road,Men's Road Race,No medal
Abdelmalek Merabet,M,Algeria,ALG,2020,Tokyo,Wrestling,Men's Greco-Roman 67kg,No medal
Kamel Ait,M,Algeria,ALG,2020,Tokyo,Rowing,Lightweight Men's Double Sculls Team,No medal
Chouaib Bouloudinats,M,Algeria,ALG,2020,Tokyo,Boxing,Men's Super Heavy (+91kg),No medal
Akram Bounabi,M,Algeria,ALG,2020,Tokyo,Fencing,Men's Sabre Individual,No medal
Hamza Bouras,M,Algeria,ALG,2020,Tokyo,Sailing,Men's Windsurfer - RS:X,No medal
Larbi Bouriah,M,Algeria,ALG,2020,Tokyo,Table Tennis,Men's Singles,No medal
Houda Chaabi,F,Algeria,ALG,2020,Tokyo,Shooting,10m Air Rifle Women,No medal
Ichrak Chaib,F,Algeria,ALG,2020,Tokyo,Boxing,Women's Middle (69-75kg),No medal
Adem Boudjemline,M,Algeria,ALG,2020,Tokyo,Wrestling,Men's Greco-Roman 97kg,No medal
Ali Boudina,M,Algeria,ALG,2020,Tokyo,Rowing,Lightweight Men's Double Sculls Team,No medal
Roumaysa Boualam,F,Algeria,ALG,2020,Tokyo,Boxing,Women's Fly (48-51kg),No medal
Sonia Asselah,F,Algeria,ALG,2020,Tokyo,Judo,Women +78 kg,No medal
