Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Nizam-ud-din Subhani,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
Abdul Shekaib,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 100 metres,No medal
Abdul Ghafoori,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Abdul Shekaib,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Ghulam Gunga,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
Habib Sayed,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 400 metres,No medal
Habib Sayed,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Sultan Dost,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Faiz Khakshar,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Mohammad Kederi,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Featherweight, Freestyle",No medal
Ali Zaid,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 200 metres,No medal
Ali Zaid,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Amir Khalunder,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Abdul Wardak,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's 110 metres Hurdles,No medal
Abdul Wardak,M,Afghanistan,AFG,1960,Roma,Athletics,Athletics Men's Javelin Throw,No medal
Mohammad Khokan,M,Afghanistan,AFG,1960,Roma,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Ramiro Fermin,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
Hector Curiel,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Bantamweight,No medal
Jos Flores,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
Rudolf Sofia,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Lightweight,No medal
Eduardo Adriana,M,Netherlands Antilles,AHO,1960,Roma,Weightlifting,Weightlifting Men's Heavyweight,No medal
Luis Ribera,M,Argentina,ARG,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Luis Ribera,M,Argentina,ARG,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
Ral Bauza,M,Argentina,ARG,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
Ral Bauza,M,Argentina,ARG,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Rafael Aldalur,M,Argentina,ARG,1960,Roma,Fencing,"Fencing Men's Sabre, Team",No medal
Ricardo Gonzlez,M,Argentina,ARG,1960,Roma,Rowing,Rowing Men's Coxless Pairs,No medal
Marwell Periotti,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Juan Stauskas,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Aurelio Gonzlez,M,Argentina,ARG,1960,Roma,Boxing,Boxing Men's Welterweight,No medal
Luis Yanuzzi,M,Argentina,ARG,1960,Roma,Swimming,Swimming Men's 100 metres Freestyle,No medal
Luis Yanuzzi,M,Argentina,ARG,1960,Roma,Swimming,Swimming Men's 200 metres Butterfly,No medal
Juan Tronconi,M,Argentina,ARG,1960,Roma,Shooting,Shooting Men's Trap,No medal
Walter Cndido,M,Argentina,ARG,1960,Roma,Athletics,Athletics Men's Marathon,No medal
Ral Prez,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Ral Marquinez,M,Argentina,ARG,1960,Roma,Fencing,"Fencing Men's epee, Individual",No medal
Ernesto Hartkopf,M,Argentina,ARG,1960,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Jorge Flia,M,Argentina,ARG,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Jorge Flia,M,Argentina,ARG,1960,Roma,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",No medal
Roberto Bonanno,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Christina Hardekopf,F,Argentina,ARG,1960,Roma,Diving,Diving Women's Springboard,No medal
Julio Graffigna,M,Argentina,ARG,1960,Roma,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Rafael Gargiulo,M,Argentina,ARG,1960,Roma,Boxing,Boxing Men's Light-Heavyweight,No medal
Fernando Fanjul,M,Argentina,ARG,1960,Roma,Swimming,Swimming Men's 200 metres Butterfly,No medal
Cirilo Nassiff,M,Argentina,ARG,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Julio Graffigna,M,Argentina,ARG,1960,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
Juan Larrea,M,Argentina,ARG,1960,Roma,Fencing,"Fencing Men's Sabre, Team",No medal
Juan Larrea,M,Argentina,ARG,1960,Roma,Fencing,"Fencing Men's Sabre, Individual",No medal
Jos Daz,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Abel Laudonio,M,Argentina,ARG,1960,Roma,Boxing,Boxing Men's Lightweight,Bronze
Alberto Rendo,M,Argentina,ARG,1960,Roma,Football,Football Men's Football,No medal
Jorge Somlay,M,Argentina,ARG,1960,Roma,Rowing,Rowing Men's Coxed Pairs,No medal
Guillermo Weller,M,Argentina,ARG,1960,Roma,Athletics,Athletics Men's 50 kilometres Walk,No medal
Juan Brotto,M,Argentina,ARG,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Ricardo Campos,M,Argentina,ARG,1960,Roma,Sailing,Sailing Mixed One Person Dinghy,No medal
Juan Huber,M,Argentina,ARG,1960,Roma,Rowing,Rowing Men's Coxless Fours,No medal
Osvaldo Peirano,M,Argentina,ARG,1960,Roma,Water Polo,Water Polo Men's Water Polo,No medal
Hctor Acosta,M,Argentina,ARG,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Melchor Lpez,M,Argentina,ARG,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Ernesto Vzquez,M,Argentina,ARG,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
