Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Nigel Barker,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 100 metres,Bronze
Nigel Barker,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 400 metres,Bronze
George Blake,M,Australia,AUS,1906,Athina,Athletics,"Athletics Men's 1,500 metres",No medal
George Blake,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's Marathon,No medal
George Blake,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 5 mile,No medal
Cecil Healy,M,Australia,AUS,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,No medal
Cecil Healy,M,Australia,AUS,1906,Athina,Swimming,Swimming Men's 400 metres Freestyle,No medal
Cecil Healy,M,Australia,AUS,1906,Athina,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Alfred Wheatley,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 800 metres,No medal
Alfred Wheatley,M,Australia,AUS,1906,Athina,Athletics,"Athletics Men's 1,500 metres",No medal
Josef Wittmann,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Ernst Knigsgarten,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's Foil, Individual",No medal
Karl Hltl,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Karl Hltl,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
Ernst Knigsgarten,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's epee, Individual",No medal
Ernst Knigsgarten,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's Sabre, Individual",No medal
Ernst Knigsgarten,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's Sabre, Individual, Three Hits",No medal
Franz Solar,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Franz Solar,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Pentathlon (Ancient),No medal
Franz Solar,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Shot Put,No medal
Franz Solar,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Pentathlon (Ancient),No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Triple Jump,No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Standing Long Jump,No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Long Jump,No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Standing High Jump,No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's High Jump,No medal
Gustav Krojer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 100 metres,No medal
Felix Kwieton,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Marathon,No medal
Felix Kwieton,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 5 mile,No medal
Felix Kwieton,M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's 1,500 metres",No medal
Rudolf Arnold,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Rudolf Arnold,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
Robert Schffthaler,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 110 metres Hurdles,No medal
Robert Schffthaler,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 100 metres,No medal
Josef Wittmann,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Shot Put,No medal
Martin Harden,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's Foil, Individual",No medal
Rudolf Watzl,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's All-Around, Greco-Roman",Bronze
Rudolf Watzl,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",No medal
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal
Josef Wittmann,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Stone Throw,No medal
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal
Hans Holly,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 20 kilometres,No medal
Josef Wittmann,M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's Discus Throw, Greek Style",No medal
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal
Otto Meixner,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal
Edmond Bernhardt,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,No medal
Edmond Bernhardt,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,No medal
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal
Konrad Puhrer,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",No medal
Rudolf Lindmayer,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Rudolf Lindmayer,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Leopold Mayer,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,No medal
Leopold Mayer,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,No medal
Otto (sochaczewsky-),M,Austria,AUT,1906,Athina,Swimming,Swimming Men's 400 metres Freestyle,Gold
Otto (sochaczewsky-),M,Austria,AUT,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,Bronze
Otto (sochaczewsky-),M,Austria,AUT,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,No medal
Theodor (-petit),M,Austria,AUT,1906,Athina,Athletics,Athletics Men's High Jump,No medal
Theodor (-petit),M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Standing High Jump,No medal
Theodor (-petit),M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Standing Long Jump,No medal
Theodor (-petit),M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's Discus Throw, Greek Style",No medal
Theodor (-petit),M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Pentathlon (Ancient),No medal
Alexander Wendrinsky,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Otto Herschmann,M,Austria,AUT,1906,Athina,Fencing,"Fencing Men's Sabre, Individual, Three Hits",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Revolver, 20 metres",No medal
Simon Orlik,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,No medal
Simon Orlik,M,Austria,AUT,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,No medal
Wenzel Goldbach,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
Otto Satzinger,M,Austria,AUT,1906,Athina,Diving,Diving Men's Platform,Bronze
Eugen Spiegler,M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's 3,000 metres Walk",No medal
Eugen Spiegler,M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's 1,500 metres Walk",No medal
Henri Baur,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Henri Baur,M,Austria,AUT,1906,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
Henri Baur,M,Austria,AUT,1906,Athina,Athletics,"Athletics Men's Discus Throw, Greek Style",No medal
Henri Baur,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Pentathlon (Ancient),No medal
Alois Wutte,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Heinrich Hintermann,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",No medal
Alois Wutte,M,Austria,AUT,1906,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",No medal
Alois Wutte,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal
Alois Wutte,M,Austria,AUT,1906,Athina,Cycling,Cycling Men's Sprint,No medal
Karl Lampelmayer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 400 metres,No medal
Karl Lampelmayer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Long Jump,No medal
Karl Lampelmayer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Triple Jump,No medal
Leopold Lahner,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Stone Throw,No medal
Leopold Lahner,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's Shot Put,No medal
Leopold Lahner,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Josef Steinbach,M,Austria,AUT,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Silver
Josef Steinbach,M,Austria,AUT,1906,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,No medal
Josef Steinbach,M,Austria,AUT,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Gold
Karl Lampelmayer,M,Austria,AUT,1906,Athina,Athletics,Athletics Men's 100 metres,No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Revolver, 20 metres",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",No medal
Ludwig Ternajgo,M,Austria,AUT,1906,Athina,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,No medal
Joseph Orban,M,Royal Club Nautique de Gand,BEL,1906,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),No medal
Adrien Orban,M,Royal Club Nautique de Gand,BEL,1906,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Silver
Adrien Orban,M,Royal Club Nautique de Gand,BEL,1906,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),No medal
Joseph Orban,M,Royal Club Nautique de Gand,BEL,1906,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Silver
Fernand Montigny,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's epee, Team",Bronze
Fernand Montigny,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's epee, Individual",No medal
Fernand Montigny,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's Foil, Individual",No medal
Cyrille Verbrugge,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's epee, Masters, Individual",Gold
Cyrille Verbrugge,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's Sabre, Masters, Individual",Gold
Prospre Verschelden,M,Belgium,BEL,1906,Athina,Cycling,Cycling Men's 20 kilometres,No medal
Prospre Verschelden,M,Belgium,BEL,1906,Athina,Cycling,"Cycling Men's Road Race, Individual",No medal
Franois Verstraeten,M,Belgium,BEL,1906,Athina,Cycling,Cycling Men's 20 kilometres,No medal
Constant Cloquet,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's Foil, Individual",No medal
Constant Cloquet,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's epee, Team",Bronze
Lon Dupont,M,Belgium,BEL,1906,Athina,Athletics,Athletics Men's Standing Long Jump,No medal
Lon Dupont,M,Belgium,BEL,1906,Athina,Athletics,Athletics Men's Standing High Jump,Silver
Lon Dupont,M,Belgium,BEL,1906,Athina,Athletics,Athletics Men's High Jump,No medal
Marcel Dubois,M,Belgium,BEL,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",No medal
Marcel Dubois,M,Belgium,BEL,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, One Hand",No medal
Marcel Dubois,M,Belgium,BEL,1906,Athina,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
douard Debongnie,M,Belgium,BEL,1906,Athina,Cycling,Cycling Men's Sprint,Bronze
douard Debongnie,M,Belgium,BEL,1906,Athina,Cycling,Cycling Men's 333 metres Time Trial,No medal
douard Debongnie,M,Belgium,BEL,1906,Athina,Cycling,"Cycling Men's 5,000 metres",No medal
Philippe Beaulieu,M,Belgium,BEL,1906,Athina,Fencing,"Fencing Men's epee, Team",Bronze
