NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
IND,Archery,2024,0,0,0,0,14,0
IND,Athletics,2024,0,1,0,1,32,8
IND,Equestrian,2024,0,0,0,0,1,0
IND,Boxing,2024,0,0,0,0,6,0
IND,Badminton,2024,0,0,0,0,7,0
IND,Golf,2024,0,0,0,0,4,0
IND,Judo,2024,0,0,0,0,1,0
IND,Rowing,2024,0,0,0,0,1,0
IND,Wrestling,2024,0,0,1,1,6,7
IND,Weightlifting,2024,0,0,0,0,1,0
IND,Table Tennis,2024,0,0,0,0,10,0
IND,Tennis,2024,0,0,0,0,3,0
IND,Swimming,2024,0,0,0,0,2,0
IND,Shooting,2024,0,0,4,4,32,28
IND,Sailing,2024,0,0,0,0,2,0
IND,Hockey,2024,0,0,16,16,16,112
IND,Artistic Gymnastics,2020,0,0,0,0,5,0
IND,Boxing,2020,0,0,1,1,9,7
IND,Hockey,2020,0,0,18,18,36,126
IND,Rowing,2020,0,0,0,0,2,0
IND,Shooting,2020,0,0,0,0,24,0
IND,Swimming,2020,0,0,0,0,5,0
IND,Sailing,2020,0,0,0,0,4,0
IND,Judo,2020,0,0,0,0,1,0
IND,Athletics,2020,1,0,0,1,29,10
IND,Equestrian,2020,0,0,0,0,1,0
IND,Badminton,2020,0,0,1,1,4,7
IND,Golf,2020,0,0,0,0,4,0
IND,Fencing,2020,0,0,0,0,1,0
IND,Archery,2020,0,0,0,0,9,0
IND,Weightlifting,2020,0,1,0,1,1,8
IND,Wrestling,2020,0,1,1,2,7,15
IND,Tennis,2020,0,0,0,0,3,0
IND,Table Tennis,2020,0,0,0,0,6,0
IND,Badminton,2016,0,1,0,1,7,8
IND,Athletics,2016,0,0,0,0,32,0
IND,Wrestling,2016,0,0,1,1,7,7
IND,Judo,2016,0,0,0,0,1,0
IND,Swimming,2016,0,0,0,0,2,0
IND,Rowing,2016,0,0,0,0,1,0
IND,Hockey,2016,0,0,0,0,32,0
IND,Shooting,2016,0,0,0,0,18,0
IND,Table Tennis,2016,0,0,0,0,4,0
IND,Tennis,2016,0,0,0,0,6,0
IND,Gymnastics,2016,0,0,0,0,5,0
IND,Weightlifting,2016,0,0,0,0,2,0
IND,Golf,2016,0,0,0,0,3,0
IND,Archery,2016,0,0,0,0,7,0
IND,Boxing,2016,0,0,0,0,3,0
IND,Shooting,2012,0,1,1,2,15,15
IND,Rowing,2012,0,0,0,0,3,0
IND,Swimming,2012,0,0,0,0,1,0
IND,Archery,2012,0,0,0,0,12,0
IND,Athletics,2012,0,0,0,0,14,0
IND,Boxing,2012,0,0,1,1,8,7
IND,Badminton,2012,0,0,1,1,6,7
IND,Tennis,2012,0,0,0,0,10,0
IND,Table Tennis,2012,0,0,0,0,2,0
IND,Weightlifting,2012,0,0,0,0,2,0
IND,Wrestling,2012,0,1,1,2,5,15
IND,Judo,2012,0,0,0,0,1,0
IND,Hockey,2012,0,0,0,0,16,0
IND,Swimming,2008,0,0,0,0,7,0
IND,Shooting,2008,1,0,0,1,15,10
IND,Judo,2008,0,0,0,0,2,0
IND,Sailing,2008,0,0,0,0,1,0
IND,Boxing,2008,0,0,1,1,5,7
IND,Badminton,2008,0,0,0,0,2,0
IND,Wrestling,2008,0,0,1,1,3,7
IND,Tennis,2008,0,0,0,0,5,0
IND,Table Tennis,2008,0,0,0,0,2,0
IND,Rowing,2008,0,0,0,0,3,0
IND,Athletics,2008,0,0,0,0,15,0
IND,Archery,2008,0,0,0,0,7,0
IND,Weightlifting,2004,0,0,0,0,3,0
IND,Table Tennis,2004,0,0,0,0,2,0
IND,Shooting,2004,0,1,0,1,9,8
IND,Hockey,2004,0,0,0,0,16,0
IND,Rowing,2004,0,0,0,0,1,0
IND,Wrestling,2004,0,0,0,0,7,0
IND,Tennis,2004,0,0,0,0,2,0
IND,Swimming,2004,0,0,0,0,2,0
IND,Judo,2004,0,0,0,0,1,0
IND,Sailing,2004,0,0,0,0,2,0
IND,Badminton,2004,0,0,0,0,3,0
IND,Boxing,2004,0,0,0,0,4,0
IND,Archery,2004,0,0,0,0,12,0
IND,Athletics,2004,0,0,0,0,17,0
IND,Rowing,2000,0,0,0,0,2,0
IND,Wrestling,2000,0,0,0,0,1,0
IND,Equestrianism,2000,0,0,0,0,1,0
IND,Badminton,2000,0,0,0,0,2,0
IND,Shooting,2000,0,0,0,0,4,0
IND,Swimming,2000,0,0,0,0,2,0
IND,Judo,2000,0,0,0,0,1,0
IND,Hockey,2000,0,0,0,0,15,0
IND,Athletics,2000,0,0,0,0,26,0
IND,Boxing,2000,0,0,0,0,4,0
IND,Weightlifting,2000,0,0,1,1,3,7
IND,Tennis,2000,0,0,0,0,5,0
IND,Table Tennis,2000,0,0,0,0,4,0
IND,Judo,1996,0,0,0,0,4,0
IND,Table Tennis,1996,0,0,0,0,2,0
IND,Weightlifting,1996,0,0,0,0,5,0
IND,Hockey,1996,0,0,0,0,16,0
IND,Wrestling,1996,0,0,0,0,1,0
IND,Tennis,1996,0,0,1,1,3,7
IND,Equestrianism,1996,0,0,0,0,1,0
IND,Archery,1996,0,0,0,0,6,0
IND,Athletics,1996,0,0,0,0,6,0
IND,Badminton,1996,0,0,0,0,2,0
IND,Boxing,1996,0,0,0,0,3,0
IND,Swimming,1996,0,0,0,0,2,0
IND,Shooting,1996,0,0,0,0,3,0
IND,Sailing,1992,0,0,0,0,2,0
IND,Weightlifting,1992,0,0,0,0,3,0
IND,Wrestling,1992,0,0,0,0,6,0
IND,Hockey,1992,0,0,0,0,15,0
IND,Judo,1992,0,0,0,0,5,0
IND,Athletics,1992,0,0,0,0,2,0
IND,Boxing,1992,0,0,0,0,5,0
IND,Badminton,1992,0,0,0,0,5,0
IND,Archery,1992,0,0,0,0,6,0
IND,Shooting,1992,0,0,0,0,3,0
IND,Tennis,1992,0,0,0,0,4,0
IND,Table Tennis,1992,0,0,0,0,5,0
IND,Tennis,1988,0,0,0,0,4,0
IND,Sailing,1988,0,0,0,0,2,0
IND,Shooting,1988,0,0,0,0,2,0
IND,Wrestling,1988,0,0,0,0,7,0
IND,Archery,1988,0,0,0,0,6,0
IND,Boxing,1988,0,0,0,0,3,0
IND,Athletics,1988,0,0,0,0,7,0
IND,Hockey,1988,0,0,0,0,16,0
IND,Weightlifting,1988,0,0,0,0,2,0
IND,Table Tennis,1988,0,0,0,0,5,0
IND,Swimming,1988,0,0,0,0,1,0
IND,Hockey,1984,0,0,0,0,16,0
IND,Weightlifting,1984,0,0,0,0,4,0
IND,Shooting,1984,0,0,0,0,10,0
IND,Sailing,1984,0,0,0,0,2,0
IND,Wrestling,1984,0,0,0,0,8,0
IND,Boxing,1984,0,0,0,0,2,0
IND,Athletics,1984,0,0,0,0,11,0
IND,Equestrianism,1980,0,0,0,0,8,0
IND,Basketball,1980,0,0,0,0,12,0
